codigo_materia_prima;descricao_materia_prima;consumo_mp_12_meses;consumo_mp_6_meses;consumo_mp_3_meses;media_12_meses;media_6_meses;media_3_meses;maior_media
813364;FUSO P.60 Ø 1/2'' DE 1,5M;5158,0;2395,0;1633,0;429,8333;399,1667;544,3333;544,3333
412027;ROTOR AGL BV/PIVO P28 1/5 cv 04;6496,0;2297,0;1090,0;541,3333;382,8333;363,3333;541,3333
813258;CARCAÇA INFERIOR NEW BV SEM FURO ENCODER;6471,0;3075,0;1252,0;539,25;512,5;417,3333;539,25
804261;BASE SUPERIOR NYLON DO MOTOR DESLIZANTE C/ ENCODER;6436,0;1816,0;940,0;536,3333;302,6667;313,3333;536,3333
813199;BASE DE ALUMÍNIO MOTORES DESLIZANTES;6409,0;1220,0;544,0;534,0833;203,3333;181,3333;534,0833
811034;MANUAL DE INSTALAÇÃO LINHA PIVOTANTE SEM LOGO PORTUGUÊS (CENTRAL FLEX / DUPLA);5566,0;2694,0;1495,0;463,8333;449,0;498,3333;498,3333
202033;AÇO RED TREF SAE 1020 12.70;5797,3372;1121,148;457,5065;483,1114;186,858;152,5022;483,1114
202045;AÇO RED TREF SAE 1020 12.00;5756,0494;2406,749;1208,0632;479,6708;401,1248;402,6877;479,6708
501043;GRAXA BRANCA SACHE 10G;5642,0;10,0;0,0;470,1667;1,6667;0,0;470,1667
811801;CAIXA MASTER 7 - CALÇO CABEÇA DO MOTOR PIVÔ;5634,0;14,0;8,0;469,5;2,3333;2,6667;469,5
916325;CANALETA FLEXÍVEL PARA LED DA BARREIRA;4106,0;2267,0;1385,0;342,1667;377,8333;461,6667;461,6667
911156;PLACA REVISADA NOVA CENTRAL DUPLA;5279,0;2097,0;1099,0;439,9167;349,5;366,3333;439,9167
