Código;Descrição;CódigoMP;Descrição MP;QTD MP;Tipo;Coluna1;OBS
2006057;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ - CONDOMINIAL 100;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006057;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ - CONDOMINIAL 100;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006058;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ - CONDOMINIAL 100;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006058;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ - CONDOMINIAL 100;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006059;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ SEM CREMALHEIRA;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006059;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006060;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ SEM CREMALHEIRA;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006060;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006061;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ SEM CREMALHEIRA;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006061;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006062;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ SEM CREMALHEIRA;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006062;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006063;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006063;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006064;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ SEM CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006064;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006067;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ SEM CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006067;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006068;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ SEM CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006068;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006070;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ SEM CREMALHEIRA EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006070;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ SEM CREMALHEIRA EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006072;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ PANTHER EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006072;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ PANTHER EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006073;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ PANTHER EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006073;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ PANTHER EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006075;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ COM B. ALUM. PANTHER EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006075;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ COM B. ALUM. PANTHER EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006076;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ B. ALUM. PANTHER EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006076;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ B. ALUM. PANTHER EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006090;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ COM B. ALUMINIUM EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006090;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ COM B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006109;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006109;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006112;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ COM B. ALUMINIUM EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006112;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ COM B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006113;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ SEM CREMALH. C. B. ALUMÍNIO;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006113;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ SEM CREMALH. C. B. ALUMÍNIO;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006114;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ SEM CREMALH. C. B. ALUMÍNIO;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006114;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ SEM CREMALH. C. B. ALUMÍNIO;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006115;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ S. CREMALHEIRA C. B. ALUM;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006115;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ S. CREMALHEIRA C. B. ALUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006117;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006117;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006118;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006118;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006120;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006120;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006121;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006121;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006122;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006122;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006123;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006123;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006126;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ COM B. ALUMINIU;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006126;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ COM B. ALUMINIU;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006128;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ TECLAM EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006128;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ TECLAM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006129;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ TECLAM EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006129;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ TECLAM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
