Código;Descrição;CódigoMP;Descrição MP;QTD MP;Tipo;Coluna1;OBS
2001202;CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001202;CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001203;CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001203;CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001217;CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ GKOLL;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001217;CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ GKOLL;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001220;CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ COM  B. ALUMINIUM EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001220;CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ COM  B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001223;CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ COM  B. ALUMINIUM EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001223;CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ COM  B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001224;CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ KRIPT;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001224;CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ KRIPT;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001225;CONJ. MOVIMENTADOR TRINO SOFT 220V 50-60Hz COM  B. ALUMINIUM BBS EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001225;CONJ. MOVIMENTADOR TRINO SOFT 220V 50-60Hz COM  B. ALUMINIUM BBS EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001226;CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ COM  B. ALUMINIUM EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001226;CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ COM  B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001230;CONJ. MOVIMENTADOR TRINO SOFT 220V 50-60Hz COM  B. ALUMINIUM EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001230;CONJ. MOVIMENTADOR TRINO SOFT 220V 50-60Hz COM  B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001234;CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ KRIPT;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001234;CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ KRIPT;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001235;CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ KRIPT;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001235;CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ KRIPT;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001240;CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ COM  B. ALUMINIUM EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001240;CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ COM  B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001244;CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ B. ALUM ENG. ZAMAC TAMPA BRANCA S/ CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001244;CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ B. ALUM ENG. ZAMAC TAMPA BRANCA S/ CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001245;CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ B. ALUM ENG. ZAMAC TAMPA PRETA S/ CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001245;CONJ. MOVIMENTADOR TRINO 300 220V 50-60HZ B. ALUM ENG. ZAMAC TAMPA PRETA S/ CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001253;CONJ. MOVIMENTADOR TRINO SOFT 220V 50-60Hz SEM CREMALHEIRA EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001253;CONJ. MOVIMENTADOR TRINO SOFT 220V 50-60Hz SEM CREMALHEIRA EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001254;CONJ. MOVIMENTADOR TRINO SOFT 220V 50-60Hz SEM CREMALHEIRA COM B. ALUMINIUM EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001254;CONJ. MOVIMENTADOR TRINO SOFT 220V 50-60Hz SEM CREMALHEIRA COM B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001257;CONJ. AUTOMATISMO DESLIZANTE TRINO SOFT 220V EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001257;CONJ. AUTOMATISMO DESLIZANTE TRINO SOFT 220V EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001288;CONJ. MOVIMENTADOR TRINO 800 SDOOR 220V 50-60HZ COM B. ALUMINIUM SEM CREMALHEIRA EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001288;CONJ. MOVIMENTADOR TRINO 800 SDOOR 220V 50-60HZ COM B. ALUMINIUM SEM CREMALHEIRA EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001312;CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ KRIPT SEM CREMALHEIRA;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001312;CONJ. MOVIMENTADOR TRINO 300 SPEED 220V 50-60HZ KRIPT SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001320;CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ TECLAM EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001320;CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ TECLAM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001324;CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ TECLAM EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001324;CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ TECLAM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001325;CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ TECLAM EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001325;CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ TECLAM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001327;CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ COM B. ALUMINIUM TECLA;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2001327;CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ COM B. ALUMINIUM TECLA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001329;CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ COM B. ALUMINIUM TECLAM EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001329;CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ COM B. ALUMINIUM TECLAM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2001334;CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ - CONDOMINIAL 100 SEM CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2001334;CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ - CONDOMINIAL 100 SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004022;CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ KRIPT;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2004022;CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ KRIPT;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004023;CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ KRIPT;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2004023;CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ KRIPT;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004024;CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ KRIPT;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2004024;CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ KRIPT;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004026;CONJ. MOVIMENTADOR TRINO 700 110V 50-60HZ KRIPT;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2004026;CONJ. MOVIMENTADOR TRINO 700 110V 50-60HZ KRIPT;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004027;CONJ. MOVIMENTADOR TRINO 900 110V 50-60HZ KRIPT;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2004027;CONJ. MOVIMENTADOR TRINO 900 110V 50-60HZ KRIPT;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004049;CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ KRIPT SEM CREMALHEIRA;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2004049;CONJ. MOVIMENTADOR TRINO 300 SPEED 127V 50-60HZ KRIPT SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004052;CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ KRIPT SEM CREMALHEIRA;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2004052;CONJ. MOVIMENTADOR TRINO 500 SPEED 127V 50-60HZ KRIPT SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004053;CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ KRIPT SEM CREMALHEIRA;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2004053;CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ KRIPT SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004054;CONJ. MOVIMENTADOR TRINO 700 110V 50-60HZ KRIPT SEM CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2004054;CONJ. MOVIMENTADOR TRINO 700 110V 50-60HZ KRIPT SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004055;CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ KRIPT SEM CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2004055;CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ KRIPT SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004056;CONJ. MOVIMENTADOR TRINO 900 110V 50-60HZ KRIPT SEM CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2004056;CONJ. MOVIMENTADOR TRINO 900 110V 50-60HZ KRIPT SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2004057;CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ KRIPT SEM CREMALHEIRA;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2004057;CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ KRIPT SEM CREMALHEIRA;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006003;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006003;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006004;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006004;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006007;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006007;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006008;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006008;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006009;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006009;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006010;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006010;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006011;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006011;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006012;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006012;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006013;CONJ. MOVIMENTADOR INTELIGENTE - IZZY SOFT 127V 50-60Hz;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006013;CONJ. MOVIMENTADOR INTELIGENTE - IZZY SOFT 127V 50-60Hz;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006014;CONJ. MOVIMENTADOR INTELIGENTE - IZZY SOFT 220V 50-60Hz;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006014;CONJ. MOVIMENTADOR INTELIGENTE - IZZY SOFT 220V 50-60Hz;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006017;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ COM  B. ALUMINIUM;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006017;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ COM  B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006018;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ COM  B. ALUMINIUM;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006018;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ COM  B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006021;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ COM  B. ALUMINIUM;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006021;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ COM  B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006022;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ COM  B. ALUMINIUM;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006022;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ COM  B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006023;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ COM  B. ALUMINIUM;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006023;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 127V 50-60HZ COM  B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006024;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ COM  B. ALUMINIUM;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006024;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ COM  B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006025;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ COM B. ALUMINIUM;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006025;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ COM B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006026;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ COM B. ALUMINIUM;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006026;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ COM B. ALUMINIUM;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006031;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006031;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006033;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006033;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006037;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ COM B. ALUMINIUM EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006037;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ COM B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006038;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006038;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006039;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006039;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006045;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ COM  B. ALUMINIUM EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006045;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ COM  B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006046;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ COM  B. ALUMINIUM EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006046;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ COM  B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006048;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ COM B. ALUMINIUM EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006048;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ COM B. ALUMINIUM EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006051;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006051;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 127V 50-60HZ EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006052;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ EX;813100;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT;1;;2;
2006052;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006054;CONJ. MOVIMENTADOR INTELIGENTE - IZZY SOFT 220V 50-60Hz - SEM CREMALHEIRA EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006054;CONJ. MOVIMENTADOR INTELIGENTE - IZZY SOFT 220V 50-60Hz - SEM CREMALHEIRA EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
2006056;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ EX;813099;ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS;1;;2;
2006056;CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ EX;813522;CHAVETA QUADRADA 8MMX33,4MM;1;;2;
