"codigo","descricao","06/2025","07/2025","08/2025","09/2025","10/2025","11/2025","12/2025","01/2026","02/2026","03/2026","04/2026","05/2026","m_06/2025","m_07/2025","m_08/2025","m_09/2025","m_10/2025","m_11/2025","m_12/2025","m_01/2026","m_02/2026","m_03/2026","m_04/2026","m_05/2026","consumo_total_12_meses","media_diaria_12_meses"
"813183","FUSO P 7.5MM DE 1,0M E 2 ENTRADAS",93,72,74,319,135,0,1,81,165,141,312,2,3,2,2,11,4,0,0,3,6,5,10,0,1395,4
"103141","CABO CONECTOR TERMINAL WHITE WIRE BLK-PH-4P L350 WITH L15 RED/BLACK BOX (BLK-PH-4P L315 WITH L15)",180,51,101,107,50,11,2,267,117,161,32,310,6,2,3,4,2,0,0,9,4,5,1,10,1389,4
"801294","TAMPA GABINETE VERTICAL - BRANCA",35,138,41,388,135,182,311,0,49,0,0,101,1,4,1,13,4,6,10,0,2,0,0,3,1380,4
"801260","GABINETE VERTICAL - BRANCO",35,138,41,388,135,182,311,0,49,0,0,101,1,4,1,13,4,6,10,0,2,0,0,3,1380,4
"202010","AÇO RED TREF SAE 1010/20 21.00",227,0,0,0,259,227,158,129,0,142,113,117,8,0,0,0,8,8,5,4,0,5,4,4,1372,4
"412145","ESTATOR BOBINADO AGL BV/NEW BV/PIVO P28 1/5 cv 04 42 220V 50Hz",1100,10,20,0,70,0,0,140,0,0,20,0,37,0,1,0,2,0,0,5,0,0,1,0,1360,4
"401009","PARAFUSO 5/32 X 1/2"" PN. PH - ZI (PROD)",400,400,0,0,0,0,0,12,306,204,2,0,13,13,0,0,0,0,0,0,11,7,0,0,1324,4
"103159","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 800/450 BOX (BLK-4P 800/450)",0,0,31,3,86,146,5,86,0,756,204,0,0,0,1,0,3,5,0,3,0,24,7,0,1317,4
"103506","CABO EPR 130ºC 750V 0,50MM VERMELHO",116,0,0,231,0,129,63,7,415,115,0,232,4,0,0,8,0,4,2,0,15,4,0,7,1309,4
"401001","PARAFUSO 5/32 X 1.1/4 PN. PH - ZI (PROD)",400,400,0,0,0,0,0,12,290,200,2,0,13,13,0,0,0,0,0,0,10,6,0,0,1304,4
"811277","ETIQUETA ADES. COUCHE 20MM X 15MM X 04 CAR",408,400,208,4,10,0,0,0,235,31,0,0,14,13,7,0,0,0,0,0,8,1,0,0,1296,4
"811833","ETIQUETA MOTOR MODELO E VOLTAGEM",30,0,10,0,100,1000,0,0,2,0,150,0,1,0,0,0,3,33,0,0,0,0,5,0,1292,4
"801289","TAMPA GABINETE 5U - PRETA",54,126,100,107,332,150,123,0,153,58,70,7,2,4,3,4,11,5,4,0,5,2,2,0,1280,4
"801258","GABINETE METÁLICO 5U - PRETO",54,126,100,107,332,150,123,0,153,58,70,7,2,4,3,4,11,5,4,0,5,2,2,0,1280,4
"411015","ROLAMENTOS 6004 ZZ",176,58,230,80,192,63,81,118,29,182,68,1,6,2,7,3,6,2,3,4,1,6,2,0,1278,4
"401194","PARAFUSO ALLEN C/CAB MA 8 X 50 ZB",60,30,66,66,108,114,114,42,300,90,258,30,2,1,2,2,3,4,4,1,11,3,9,1,1278,4
"100804","TRANSMISSOR 433MHz REMOTE - MODELO: AGL-E2 (DIGITAL KEY 6P20 WHITE)",0,0,0,0,0,100,0,0,990,180,0,0,0,0,0,0,0,3,0,0,35,6,0,0,1270,3
"811836","CAIXA RACK GABINETE 3U",66,147,59,192,380,103,106,30,109,60,0,12,2,5,2,6,12,3,3,1,4,2,0,0,1264,3
"701259","TAMPA GABINETE 5U - BRUTA",0,125,0,247,591,0,62,232,0,0,0,0,0,4,0,8,19,0,2,7,0,0,0,0,1257,3
"811760","CAIXA PARA CONTROLE REMOTO AGL 4,0 X 6,20 X 1,6",50,0,0,1000,0,0,0,0,186,0,0,0,2,0,0,33,0,0,0,0,7,0,0,0,1236,3
"801259","GABINETE VERTICAL - PRETO",0,0,362,151,104,0,300,20,0,0,24,274,0,0,12,5,3,0,10,1,0,0,1,9,1235,3
"801290","TAMPA GABINETE VERTICAL - PRETA",0,0,362,151,104,0,300,20,0,0,24,274,0,0,12,5,3,0,10,1,0,0,1,9,1235,3
"512011","CONJUNTO ESTATOR E ROTOR AGL DESL P45 1/2 cv 04 42Z 220V 60Hz",66,81,322,46,90,19,315,128,53,10,76,0,2,3,10,2,3,1,10,4,2,0,3,0,1206,3
"103541","CABO EPR 130ºC 750V 0,50MM AMARELO",70,0,0,230,0,278,89,7,297,230,0,0,2,0,0,8,0,9,3,0,11,7,0,0,1201,3
"412120","ESTATOR BOBINADO AGL NEW BV P17 1/7 cv 04 42Z 220V 60HZ",70,50,200,0,600,30,0,200,0,50,0,0,2,2,6,0,19,1,0,6,0,2,0,0,1200,3
"401044","PARAFUSO A/A PAN PHS 2.9 X 9.5",57,175,308,148,118,22,21,41,21,191,73,2,2,6,10,5,4,1,1,1,1,6,2,0,1177,3
"811916","CAIXA MOTOR PIVO SIMPLES S/ ACIONAMENTO",0,0,0,119,168,131,30,113,144,173,111,182,0,0,0,4,5,4,1,4,5,6,4,6,1171,3
"100805","TRANSMISSOR 433MHz REMOTE - MODELO: AGL-E2 (DIGITAL KEY 6P20 WHITE)",0,0,0,0,0,0,0,90,1080,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,1170,3
"811037","MANUAL DE INSTALAÇÃO LINHA PIVOTANTE SEM LOGO ESPANHOL (CENTRAL FLEX / DUPLA)",710,15,52,294,55,0,0,10,0,0,30,0,24,0,2,10,2,0,0,0,0,0,1,0,1166,3
"412097","CJ ESTATOR ROTOR AGL P17 1/7 cv 04 42Z 220V 60HZ (TQ LAVE MAIS)",252,252,0,0,0,0,132,0,252,0,0,252,8,8,0,0,0,0,4,0,9,0,0,8,1140,3
"401190","PARAFUSO MET SX RI M10 X 100MM ZI",104,104,94,100,91,85,88,114,68,64,157,71,3,3,3,3,3,3,3,4,2,2,5,2,1140,3
"412149","ESTATOR BOBINADO AGL BV/NEW BV/PIVO P33 1/3 cv 04 42z 220V 50Hz",546,115,40,10,120,0,0,20,0,0,280,0,18,4,1,0,4,0,0,1,0,0,9,0,1131,3
"401155","PARAFUSO PLASTIC PAN PHILLIPS 3 X 6 ZB (PROD)",400,400,0,0,0,0,0,0,320,2,6,0,13,13,0,0,0,0,0,0,11,0,0,0,1128,3
"701224","GABINETE METÁLICO 5U - BRUTO",70,101,71,221,268,51,121,108,97,0,0,0,2,3,2,7,9,2,4,3,3,0,0,0,1108,3
"512009","CONJUNTO ESTATOR E ROTOR AGL DESL P33 1/4 cv 04 42Z 220V 50Hz",0,500,300,8,10,0,150,35,0,0,100,0,0,16,10,0,0,0,5,1,0,0,3,0,1103,3
"512010","CONJUNTO ESTATOR E ROTOR AGL DESL P45 1/2 cv 04 42Z 127V 60Hz",14,663,2,0,13,8,9,23,48,320,0,0,0,21,0,0,0,0,0,1,2,10,0,0,1100,3
"701186","TRAVA MAIOR SUPORTE FX. DZ HORIZONTAL - BRUTO",0,0,600,0,0,0,0,0,0,0,0,500,0,0,19,0,0,0,0,0,0,0,0,16,1100,3
"813592","SENSOR DE FIM DE CURSO REED BV/NEW BV 3,5M",578,10,30,39,44,62,10,0,34,21,240,31,19,0,1,1,1,2,0,0,1,1,8,1,1099,3
"401132","PF JFX FL PHS 3,0X10MM BI (NCX)",0,0,0,0,0,0,0,24,660,400,5,0,0,0,0,0,0,0,0,1,24,13,0,0,1089,3
"811762","SACO ZIP PADRAO - 05X07",400,400,0,0,0,0,0,6,146,102,1,1,13,13,0,0,0,0,0,0,5,3,0,0,1056,3
"813325","TRAVA MAIOR SUPORTE FX. DZ HORIZONTAL - ZINCADO",0,0,600,0,0,0,250,0,0,0,0,200,0,0,19,0,0,0,8,0,0,0,0,6,1050,3
"412386","CJ ESTATOR ROTOR AGL P24 1/7 cv 04 42Z 220V 60HZ (COLORMAQ REPOSIÇÃO)",110,110,110,110,55,0,0,23,0,80,295,151,4,4,4,4,2,0,0,1,0,3,10,5,1044,3
"401166","PO F MET SEXT. M5 (CH8) ZI (NSC)",194,90,144,80,124,54,106,114,32,42,62,0,6,3,5,3,4,2,3,4,1,1,2,0,1042,3
"401174","PARAFUSO 5/32 X 1"" PAN. PH -ZI (PROD)",0,0,0,0,0,0,0,24,580,400,4,0,0,0,0,0,0,0,0,1,21,13,0,0,1008,3
"101820","BATERIA DE LITHIUM LR6-4S TRAY - PILHA AA",0,0,0,0,0,0,0,24,580,400,4,0,0,0,0,0,0,0,0,1,21,13,0,0,1008,3
"811845","CAIXA MASTER 1 - CAIXA PIVÔ VIOLÃO C/ IMPRESSÃO 50X75  (ARTE TECLAM)",400,0,42,558,0,0,0,0,0,0,0,0,13,0,1,19,0,0,0,0,0,0,0,0,1000,3
"202086","AÇO TREFILADO QUAD SAE 1020 H11 A36 5/16''",103,125,0,92,73,85,62,125,62,87,53,129,3,4,0,3,2,3,2,4,2,3,2,4,997,3
"103148","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 3800/650 BOX (BLK-4P 3800/650)",0,0,0,0,116,157,32,0,0,300,0,392,0,0,0,0,4,5,1,0,0,10,0,13,997,3
"103132","CABO CONECTOR TERMINAL WHITE WIRE BLK-PH-3P L1000 BOX (BLK-PH-3P L1000)",36,56,96,71,96,47,119,59,165,54,156,37,1,2,3,2,3,2,4,2,6,2,5,1,992,3
"811309","ETIQUETA ADES. COUCHE 30MM X 10MM X 03 CAR",0,0,0,486,502,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,988,3
"401232","PAR CAB FRANC 5/16"" X 3/4"" ZI C/ PORCA",0,0,72,80,0,40,220,64,436,56,20,0,0,0,2,3,0,1,7,2,16,2,1,0,988,3
"100229","MICROCONTROLADOR RECEPTOR 5V 0,03A COM ANTENA 8 BITS ZY-AGL-COPY 433M",0,0,0,486,502,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,988,3
"401233","PAR CAB FRANC 5/16"" X 2"" ZI C/ PORCA",0,0,72,80,0,40,220,64,436,56,20,0,0,0,2,3,0,1,7,2,16,2,1,0,988,3
"401172","P ACO MET S/CAB SX INT PTA CONCOVA M8X20MM OX",33,78,94,70,83,85,88,114,67,62,142,71,1,3,3,2,3,3,3,4,2,2,5,2,987,3
"813512","MANCAL DE JUNÇÃO DO SUPORTE DA BARREIRA (MACHO)",33,78,94,70,83,85,88,106,67,62,142,71,1,3,3,2,3,3,3,3,2,2,5,2,979,3
"813513","MANCAL DE JUNÇÃO DO SUPORTE DA BARREIRA (FÊMEA)",33,78,94,70,83,85,88,106,67,62,142,71,1,3,3,2,3,3,3,3,2,2,5,2,979,3
"402001","ANEL ELASTICO ML11 PED/001 CLI/ML",400,400,0,0,0,0,0,6,65,104,0,0,13,13,0,0,0,0,0,0,2,3,0,0,975,3
"701223","GABINETE METÁLICO 3U - BRUTO",65,121,88,243,248,0,108,28,67,0,0,0,2,4,3,8,8,0,3,1,2,0,0,0,968,3
"603515","ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - PAINEL CONTROLADOR",40,81,88,77,84,83,71,98,66,45,184,50,1,3,3,3,3,3,2,3,2,1,6,2,967,3
"801265","CHAPA EM U DO SUPORTE DA BARREIRA (MODELO FIX. MACHO E FÊMEA) - CINZA",31,78,84,70,83,85,88,106,65,58,142,71,1,3,3,2,3,3,3,3,2,2,5,2,961,3
"103147","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 3300/650 BOX (BLK-4P 3300/650)",0,0,0,1,120,150,6,1,10,300,0,372,0,0,0,0,4,5,0,0,0,10,0,12,960,3
"201149","BOBINA AÇO GALV. SAE1006 - 2,3 X 167,5MM",0,0,0,0,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,32,0,952,3
"801257","GABINETE METÁLICO 3U - PRETO",22,117,59,177,227,103,105,28,69,33,0,12,1,4,2,6,7,3,3,1,2,1,0,0,952,3
"701258","TAMPA GABINETE 3U - BRUTA",0,160,0,228,418,0,146,0,0,0,0,0,0,5,0,8,13,0,5,0,0,0,0,0,952,3
"801288","TAMPA GABINETE 3U - PRETA",22,117,59,177,227,103,105,28,69,33,0,12,1,4,2,6,7,3,3,1,2,1,0,0,952,3
"911117","PLACA REVISADA FX BRABUS",23,351,113,22,38,26,16,45,37,18,250,9,1,11,4,1,1,1,1,1,1,1,8,0,948,3
"811032","MANUAL DE INSTALAÇÃO LINHA DESLIZANTE BRABUS SEM LOGO BILÍNGUE (CENTRAL FX BRABUS)",23,351,113,22,38,26,16,45,37,18,250,9,1,11,4,1,1,1,1,1,1,1,8,0,948,3
"911124","PLACA REVISADA NOVA CENTRAL INVERSORA",190,75,131,52,101,33,70,192,13,28,43,0,6,2,4,2,3,1,2,6,0,1,1,0,928,3
"412166","ESTATOR P60 4 POLOS ENCARTUCHADO FLORA HIDALGO",0,0,0,120,0,100,200,0,0,202,300,0,0,0,0,4,0,3,6,0,0,7,10,0,922,3
"412079","PS-ST SAE-060 S/TRAT AGL 60,0MM (SOMENTE MOTOR P/ INDUSTRIALIZAÇÃO)",0,0,0,120,0,100,200,0,0,202,300,0,0,0,0,4,0,3,6,0,0,7,10,0,922,3
"412059","NI-RT SAE-060 AGL P60 04P COM ALETA",0,0,0,120,0,100,200,0,0,202,300,0,0,0,0,4,0,3,6,0,0,7,10,0,922,3
"412029","CJ ESTATOR ROTOR AGL P28 1/4 cv 04 42Z 127V 60Hz (TANQUINHO)",0,0,0,336,583,0,0,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0,0,0,919,3
"804461","TAMPA CANCELA",35,79,92,65,86,98,64,101,68,43,147,40,1,3,3,2,3,3,2,3,2,1,5,1,918,3
"401227","PARAFUSO CAB FRANCESA C/ PORCA 1/4 X 5/8 ZI",426,156,0,180,48,0,0,0,6,12,90,0,14,5,0,6,2,0,0,0,0,0,3,0,918,3
"402048","POLIA ESTRIADA 19,8 COLORMAQ",26,0,40,0,190,0,0,130,0,490,40,0,1,0,1,0,6,0,0,4,0,16,1,0,916,3
"103085","TERMINAL METALICO COM ARGOLA PARA BOBINA - 3,2MM REEL C/30000 PEÇAS (METALLIC RIN PIN TERMINAL 3,2)",400,400,0,0,0,0,0,0,0,2,100,0,13,13,0,0,0,0,0,0,0,0,3,0,902,2
"401008","PARAFUSO PLASTIC PAN PHILLIPS 3 X 8 ZINC BRANCO",400,400,0,0,0,0,0,0,0,0,100,0,13,13,0,0,0,0,0,0,0,0,3,0,900,2
"811305","ETIQUETA ADES. COUCHE 70MM X 35MM X 01 CAR",208,200,208,4,10,0,0,0,235,31,0,0,7,6,7,0,0,0,0,0,8,1,0,0,896,2
"101306","CAPACITOR FIXO C/DIELETRICO DE POLIPROPILENO BIORIENTADO P/MOTORES CMRW CANECA PLASTICA 15uf 250V 50",252,0,0,0,0,0,132,0,252,0,0,252,8,0,0,0,0,0,4,0,9,0,0,8,888,2
"701170","SUPORTE DAS FONTES CANCELA AGUSTA - BRUTO",20,91,141,46,131,160,0,152,0,1,100,45,1,3,5,2,4,5,0,5,0,0,3,1,887,2
"201146","PERFIL STLF-1194 276 PC 6063 - T6 - 3000 - NT",0,91,117,178,332,103,62,0,0,0,0,0,0,3,4,6,11,3,2,0,0,0,0,0,884,2
"603516","ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - FONTE DE ALIMENTAÇAO 24V / 10A",33,75,83,71,79,80,74,84,64,46,147,44,1,2,3,2,3,3,2,3,2,1,5,1,880,2
"701169","BASE DO GABINETE - CANCELA",2,98,67,48,141,26,67,233,0,93,100,0,0,3,2,2,5,1,2,8,0,3,3,0,875,2
"701168","SUPORTE DO MOTOR - CANCELA",2,98,67,48,141,26,67,233,0,93,100,0,0,3,2,2,5,1,2,8,0,3,3,0,875,2
"603517","ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - RECEPTOR PARA CENTRAL BRUSHLESS",34,75,114,65,78,75,64,84,63,41,142,40,1,2,4,2,3,2,2,3,2,1,5,1,875,2
"701035","BASE SUPERIOR DE FIXAÇÃO DA CENTRAL NO GABINETE - BRUTO",10,136,201,5,122,158,0,134,0,0,101,0,0,4,6,0,4,5,0,4,0,0,3,0,867,2
"201148","PERFIL AL TUB RED STLF-1194 6063 T5  20MM x 12,60MM x 3000MM",0,0,0,0,0,0,271,264,231,97,0,0,0,0,0,0,0,0,9,9,8,3,0,0,862,2
"102815","FONTE DE ALIMENTAÇÃO 12V - 5A POWER SUPPLIER",33,75,82,65,78,75,64,104,62,41,142,40,1,2,3,2,3,2,2,3,2,1,5,1,861,2
"105019","FITA POLIESTER BRANCA MW 250 X 0011",46,33,64,78,77,70,68,160,49,69,76,67,2,1,2,3,2,2,2,5,2,2,3,2,855,2
"102560","CONECTOR ELÉTRICO DE TORÇÃO MODELO P-1",33,75,82,65,78,75,64,84,62,41,142,40,1,2,3,2,3,2,2,3,2,1,5,1,841,2
"813440","BRAÇO ESTICADOR DA MOLA DA CANCELA",33,75,82,65,78,75,64,84,62,41,142,40,1,2,3,2,3,2,2,3,2,1,5,1,841,2
"411067","ROLAMENTO 6205LLUC3/2AS 25mm x 52mm x 15",82,22,48,246,92,4,52,74,34,34,142,4,3,1,2,8,3,0,2,2,1,1,5,0,834,2
"801243","PORTA DO GABINETE CANCELA - CINZA",31,75,73,66,78,75,64,86,61,41,142,40,1,2,2,2,3,2,2,3,2,1,5,1,832,2
"801219","GABINETE DA CANCELA - CINZA",31,75,73,66,78,75,64,86,60,41,142,40,1,2,2,2,3,2,2,3,2,1,5,1,831,2
"801272","SUPORTE DAS BATERIAS CANCELA AGUSTA - CINZA",31,75,73,65,78,75,64,84,60,41,142,40,1,2,2,2,3,2,2,3,2,1,5,1,828,2
"801242","SUPORTE DAS FONTES CANCELA AGUSTA - CINZA",31,75,73,65,78,75,64,84,60,41,142,40,1,2,2,2,3,2,2,3,2,1,5,1,828,2
"801249","BASE SUPERIOR DE FIXAÇÃO DA CENTRAL NO GABINETE - CINZA",31,75,73,65,78,75,64,84,60,41,142,40,1,2,2,2,3,2,2,3,2,1,5,1,828,2
"813557","PERFIL AL 0,50M SOL 7 STLF-0864 6063",230,32,149,54,82,0,33,52,39,51,103,0,8,1,5,2,3,0,1,2,1,2,3,0,825,2
"811043","MANUAL CANCELA BILINGUE SEM LOGO",33,75,82,65,74,73,64,84,62,41,134,37,1,2,3,2,2,2,2,3,2,1,4,1,824,2
"813181","FUSO P 7.5MM DE 0,50M E 2 ENTRADAS",230,22,150,55,82,0,33,52,40,52,103,0,8,1,5,2,3,0,1,2,1,2,3,0,819,2
"813458","TUBO DE INOX CORTADO PARA PIVO 0,50M",230,22,149,54,82,0,33,52,39,51,103,0,8,1,5,2,3,0,1,2,1,2,3,0,815,2
"813598","SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 0,50M",230,22,139,52,82,0,33,52,39,51,103,0,8,1,4,2,3,0,1,2,1,2,3,0,803,2
"701165","GABINETE DA CANCELA - BRUTO",2,75,77,63,108,48,78,82,24,106,100,39,0,2,2,2,3,2,3,3,1,3,3,1,802,2
"402004","ANEL ELASTICO RS7 DIN 6799 PED/001 CLI/RS7 DIN2093",400,400,0,0,0,0,0,0,1,1,0,0,13,13,0,0,0,0,0,0,0,0,0,0,802,2
"701247","CHAPA EM U DO SUPORTE DA BARREIRA (MODELO FIX. MACHO E FÊMEA) - BRUTO",2,100,11,257,0,0,15,135,0,62,120,100,0,3,0,9,0,0,0,4,0,2,4,3,802,2
"402023","ANEL ELÁSTICO E-25 X 12",82,22,48,224,92,4,42,74,34,30,146,4,3,1,2,7,3,0,1,2,1,1,5,0,802,2
"701253","SUPORTE DAS BATERIAS CANCELA AGUSTA - BRUTO",20,80,79,183,0,95,0,343,0,1,0,0,1,3,3,6,0,3,0,11,0,0,0,0,801,2
"701171","PORTA DO GABINETE CANCELA - BRUTO",7,82,91,58,167,39,84,0,0,101,100,45,0,3,3,2,5,1,3,0,0,3,3,1,774,2
"412132","CJ ESTATOR ROTOR AGL P28 1/4 cv 04 42Z 220V 60Hz (TQ DE CIMENTO)",0,0,0,252,0,0,5,0,252,0,0,252,0,0,0,8,0,0,0,0,9,0,0,8,761,2
"813562","PERFIL AL 3,25M SOL 7 STLF-0864 6063",540,0,0,0,0,0,0,0,0,0,200,0,18,0,0,0,0,0,0,0,0,0,7,0,740,2
"813554","FUSO P 7.5MM DE 3,25M E 6 ENTRADAS",540,0,0,0,0,0,0,0,0,0,200,0,18,0,0,0,0,0,0,0,0,0,7,0,740,2
"201053","CANTONEIRA 1.1/2X1/8 - 6,00M 1006/1022M",0,168,0,0,0,0,252,0,0,110,125,84,0,5,0,0,0,0,8,0,0,4,4,3,739,2
"813400","PERFIL AL 2,0M SOL 7 STLF-0864 6063",220,0,46,59,85,49,34,102,30,37,56,18,7,0,1,2,3,2,1,3,1,1,2,1,736,2
"813589","SENSOR DE FIM DE CURSO REED BV/NEW BV 2,0M",220,0,46,59,85,49,34,102,30,37,56,18,7,0,1,2,3,2,1,3,1,1,2,1,736,2
"412118","ROTOR AGL P24 4 POLOS SUGGAR W.O. REF.",0,0,0,0,0,0,0,100,524,0,100,0,0,0,0,0,0,0,0,3,19,0,3,0,724,2
"813497","EIXO AGL P24 Ø12,70 X 143,30  P/ TANQUINHO SUGGAR (LAV ALTA CAP) C/ REBAIXO",0,0,0,0,0,0,0,100,524,0,100,0,0,0,0,0,0,0,0,3,19,0,3,0,724,2
"813518","CARTUCHO DA PORCA 6 ENTRADAS P.60 5/8''",187,30,28,81,82,65,51,20,26,49,83,16,6,1,1,3,3,2,2,1,1,2,3,1,718,2
"813591","SENSOR DE FIM DE CURSO REED BV/NEW BV 3,0M",80,40,30,105,80,85,13,20,59,51,116,36,3,1,1,4,3,3,0,1,2,2,4,1,715,2
"813559","PERFIL AL 3,0M SOL 7 STLF-0864 6063",80,40,30,105,80,85,13,20,59,51,116,36,3,1,1,4,3,3,0,1,2,2,4,1,715,2
"512008","CONJUNTO ESTATOR E ROTOR AGL DESL P33 1/4 cv 04 42Z 220V 60Hz",80,56,60,100,93,61,2,81,82,51,41,7,3,2,2,3,3,2,0,3,3,2,1,0,714,2
"411017","ROLAMENTOS 6201-08 ZZ C3 12,7MM",0,0,0,0,0,0,524,0,12,0,100,60,0,0,0,0,0,0,17,0,0,0,3,2,696,2
"412181","CJ ESTATOR ROTOR BOBINADO AGL P17 1/7 cv 04 42Z 127V 60HZ FLORA HIDALGO",290,0,0,0,0,0,372,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,662,2
"401180","PARAFUSO AÇO MET CIL SX INT M8X45MM OX",30,15,33,33,57,57,57,21,150,45,129,15,1,0,1,1,2,2,2,1,5,1,4,0,642,2
"211020","BARRA CHATA 1.1/4"" X 1/8""",0,120,224,0,0,0,0,0,120,0,81,91,0,4,7,0,0,0,0,0,4,0,3,3,637,2
"401283","PARAFUSO CAB FRANCESA C/ PORCA 1/4 X 2"" ZI",284,104,0,120,32,0,0,0,4,8,60,0,9,3,0,4,1,0,0,0,0,0,2,0,612,2
"813481","BATENTE MECÂNICO BV CADENA - ZINCADA",284,104,0,120,32,0,0,0,4,8,60,0,9,3,0,4,1,0,0,0,0,0,2,0,612,2
"813568","PERFIL AL 4,0M STL 1851 CANCELAS",18,9,28,29,39,109,58,50,194,19,51,7,1,0,1,1,1,4,2,2,7,1,2,0,611,2
"201012","CHAPA AÇO SAE1006 - 1,2 X 1200 X 2000MM",0,112,0,32,181,0,0,18,55,182,0,30,0,4,0,1,6,0,0,1,2,6,0,1,609,2
"412163","ROTOR AGL NEW BV P39",88,24,95,40,94,30,41,59,14,89,34,0,3,1,3,1,3,1,1,2,0,3,1,0,608,2
"813189","FUSO P 7.5MM DE 3,0M E 6 ENTRADAS",60,37,21,81,70,74,10,20,40,45,113,33,2,1,1,3,2,2,0,1,1,1,4,1,604,2
"402015","ANEL ELASTICO E12",0,0,0,0,0,0,40,0,24,0,508,30,0,0,0,0,0,0,1,0,1,0,17,1,602,2
"813525","EIXO ESTAMPADO PARA MOTOR TRINO LIGHT/300",0,300,0,0,0,0,0,0,0,0,300,0,0,10,0,0,0,0,0,0,0,0,10,0,600,2
"811330","ETIQUETA ADES. COUCHE 100MM X 80MM X 01 CAR VERMELHA",187,26,12,56,79,65,3,20,26,48,60,16,6,1,0,2,3,2,0,1,1,2,2,1,598,2
"916168","PFL PC LENTE P/LED C.6000MM LEITOSO",12,7,12,30,74,30,28,24,146,79,140,5,0,0,0,1,2,1,1,1,5,3,5,0,589,2
"804549","COROA DO MOVIMENTADOR BV/PIVO NYLON Ø 17MM",131,47,30,26,60,2,10,41,0,58,115,56,4,2,1,1,2,0,0,1,0,2,4,2,576,2
"412128","CJ ESTATOR ROTOR AGL P24 1/7 cv 04 42Z 127V 60HZ (SUGGAR)",0,0,0,0,40,0,5,105,0,425,0,0,0,0,0,0,1,0,0,3,0,14,0,0,575,2
"512014","CONJUNTO ESTATOR E ROTOR AGL DESL P28 2P 220V 60HZ",11,350,10,22,0,0,0,15,0,0,150,0,0,11,0,1,0,0,0,0,0,0,5,0,558,2
"603800","TESTEIRA AVULSA PARA AUTOMATIZADOR PARA PORTAS DE ENROLAR - AC200 / DC",10,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,550,2
"701179","TUBO Ø12MM BRUTO- BARREIRA ARTICULADA CANCELA",0,0,0,0,0,30,48,16,10,446,0,0,0,0,0,0,0,1,2,1,0,14,0,0,550,2
"401225","CORRENTE DE ROLO ASA 410 122 ELOS (3098MM) PARA ACIONAMENTO BV CADENA DE 1,5M",250,102,0,103,31,0,0,0,4,6,46,0,8,3,0,3,1,0,0,0,0,0,2,0,543,1
"707042","CHAPA DE FIXAÇÃO PEGA VIDRO PORTA SOCIAL - BRUTO",0,0,0,0,0,0,0,0,0,28,100,400,0,0,0,0,0,0,0,0,0,1,3,13,528,1
"401136","PARAFUSO PAN CRUZ 3,5MMX14MM (FABR. AGL) - ZINCADO",0,16,0,80,192,12,220,0,0,0,0,0,0,1,0,3,6,0,7,0,0,0,0,0,520,1
"911066","PLACA REVISADA DO MODULO P/ TRAVA ELETROMAGNETICA 110V",8,0,208,4,10,0,0,20,235,30,0,0,0,0,7,0,0,0,0,1,8,1,0,0,515,1
"804108","TAMPA DO MODULO DA TRAVA",8,0,208,4,10,0,0,20,235,30,0,0,0,0,7,0,0,0,0,1,8,1,0,0,515,1
"804107","BASE DO MODULO DA TRAVA",8,0,208,4,10,0,0,20,235,30,0,0,0,0,7,0,0,0,0,1,8,1,0,0,515,1
"811742","CAIXA MASTER 11 - CAIXA PARA CANCELA COM LOGO AGL",27,23,70,42,25,64,50,59,36,13,88,13,1,1,2,1,1,2,2,2,1,0,3,0,510,1
"401279","PORCA TRAVANTE M10",20,10,22,22,34,38,38,14,100,50,150,10,1,0,1,1,1,1,1,0,4,2,5,0,508,1
"811307","ETIQUETA ADES. COUCHE 50MM X 40MM X 02 CAR",2,1,0,100,0,1,0,12,140,249,1,0,0,0,0,3,0,0,0,0,5,8,0,0,506,1
"103511","ALOJAM. LUVA PARA TERMINAL FASTON FÊMEA 6,3MM RETO NATURAL",0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,504,1
"813366","FUSO P.60 Ø 1/2'' DE 2,0M",140,0,40,52,54,31,9,93,9,33,40,0,5,0,1,2,2,1,0,3,0,1,1,0,501,1
"804356","ESPELHO DA FECHADURA AL100 / AL100R /MINI / ULTRA / SOBREPOR - PRETO",200,200,0,0,0,0,0,0,0,1,100,0,7,6,0,0,0,0,0,0,0,0,3,0,501,1
