Unnamed: 0,Unnamed: 1,TOTAL,12,-149,-1453,-2710,-8179,-14410,-14804,-24001,-38015,-44157,-61460,-96075,Unnamed: 15,Unnamed: 16,Unnamed: 17
2001188,CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,DESLIZANTE TRINO,,,,,-2,-2,-2,-2,-2,-2,-4,-8,,,
2008529,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 2,5M",ACIONAMENTOS DE MOTORES,,,,,-2,-2,-2,-2,-2,-2,-8,-21,,,
2006153,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM EX,DESLIZANTE INTELIGENTE IZZY,,,,,-2,-2,-2,-2,-2,-2,-2,-2,,,
2006155,CONJ. MOVIMENTADOR INTELIGENTE - IZZY DZ INDUSTRIAL STRONG 1000KG 127V 50-60HZ SEM CREMALHEIRA EX,DESLIZANTE INTELIGENTE IZZY,,,,,-2,-2,-2,-2,-2,-2,-2,-2,,,
2006042,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 220V 50-60HZ SEM CREMALHEIRA,DESLIZANTE INTELIGENTE IZZY,,,,,-1,-1,-6,-35,-39,-39,-90,-192,,,
2008539,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 3,0M FUSO Ø 5/8 P/ BV TURBO",ACIONAMENTOS DE MOTORES,,,,,-1,-1,-1,-1,-1,-1,-3,-6,,,
2010005,ALAVANCA DESTRAVAMENTO TRINO PARA CILINDRO DE METAL,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-40,-119,PROGRAMADO,,
2010033,PINO ELÁSTICO 4X24MM,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-6,-15,PROGRAMADO,,
2010273,BUCHA SEXTAVADA NYLON DO EIXO PRINCIPAL LINHA DESLIZANTE,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-16,-47,PROGRAMADO,,
2010466,BUCHA DE CENTRAGEM DO EIXO DO ROTOR DZ,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-2,-5,PROGRAMADO,,
2010036,"ROLAMENTO 6201ZZ 32X10X12,7MM",REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-12,-35,PROGRAMADO,,
2010037,PARAFUSO DO ACOPLAMENTO DO NEW BV TORX PAN M5 X 30 (PROD),REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-2,PROGRAMADO,,
2010049,PARAFUSO M5X30 TRILOBULAR TORX T25 ZBR (PROD),REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-2,PROGRAMADO,,
2010468,PARAFUSO PLASTIC PAN PHS 5 X 25MM ZI (PROD),REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-1,PROGRAMADO,,
2010281,PINO DE DESTRAVAMENTO MANUAL PIVOTANTE,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-2,PROGRAMADO,,
2010455,KIT C/ 02 ACIONADORES DA MICRO CHAVE BV CADENA,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-1,PROGRAMADO,,
2020002,CONJUNTO P/ ASSISTENCIA TECNICA PARTES MECANICAS P/ MOTORES,PARTES PARA ASSISTÊNCIA TÉCNICA,,,,,-1,-1,-1,-1,-1,-1,-1,-1,,,
2010525,PARAFUSO DE FIXAÇÃO DO SENSOR FIM DE CURSO BV / NEW BV / PIVO (PROD),REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-1,PROGRAMADO,,
2010494,"CAIXA PARA CONTROLE REMOTO AGL 4,0 X 6,20 X 1,6",REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-23,-67,PROGRAMADO,,
2010482,"PARAFUSO M5X12 TRILOBULAR TORX T24 ZBR
  (PROD)",REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-1,PROGRAMADO,,
2010467,MOLA DE DESTRAVAMENTO DESLIZANTE,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-2,-3,PROGRAMADO,,
2010415,CALÇO PARA ESTATOR NEW BV,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-2,PROGRAMADO,,
2010402,PINO MACIÇO 4X30MM,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-2,PROGRAMADO,,
2010400,CAPA ROLAMENTO MOTORES,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-2,PROGRAMADO,,
2010280,ROLAMENTO PLÁSTICO EIXO ENGRENAGEM,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-2,PROGRAMADO,,
2010272,KIT FIXAÇÃO PARAFUSOS E BUCHAS LINHA DESLIZANTE (PROD),REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-4,-9,PROGRAMADO,,
2010192,BATERIA CONTROLE REMOTO,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-2,PROGRAMADO,,
2010099,ETIQUETA MOTOR MODELO E VOLTAGEM LINHA TRINO AGL,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-1,PROGRAMADO,,
2010096,ETIQUETA MOTOR MODELO E VOLTAGEM LINHA NEW BV3 AGL,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-1,PROGRAMADO,,
2010048,PARAFUSO M5X35 TRILOBULAR TORX T25 ZBR,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-1,-2,PROGRAMADO,,
2010045,PARAFUSO M4X60 TRILOBULAR TORX T24 ZBR (PROD),REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-2,-4,PROGRAMADO,,
2010034,CHAVETA DE DESTRAVAMENTO TRINO,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-11,-32,PROGRAMADO,,
2010008,GRAXA BRANCA UNILIT NAUTIX SACHE,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-2,-3,PROGRAMADO,,
2010113,"SENSOR DE FIM DE CURSO REED DO BASCULANTE 2,0M",REPOSIÇÃO E DIVERSOS -MOTOR,,,,,-1,-1,-1,-1,-1,-1,-5,-13,PROGRAMADO,,
2001137,CREMALHEIRA RESIDENCIAL 1 METRO GOMO ALUM MOD 4 EX,BARRA DENTADA,,,,,,-800,-800,-2000,-2000,-2000,-2000,-2000,,,
2001135,CREMALHEIRA RESIDENCIAL 1 METRO GOMO PLÁSTICO MOD 4 EX,BARRA DENTADA,,,,,,-401,-401,-501,-501,-501,-501,-501,,,
2003018,"INTER. DIGI. DIGITAL KEY 6P20 433,92 PRETO COM BOTÃO PRETO AGL EX",CONTROLES,,,,,,-370,-370,-1200,-1200,-1200,-1200,-1200,,,
2004046,CREMALHEIRA RESIDENCIAL 1 METRO GOMO PLÁSTICO MOD 4 KRIPT,BARRA DENTADA,,,,,,-325,-325,-325,-325,-325,-325,-325,,,
2004061,"CREMALHEIRA RESIDENCIAL 1,5 METRO GOMO PLÁSTICO MOD 4 KRIPT",BARRA DENTADA,,,,,,-325,-325,-325,-325,-325,-325,-325,,,
2003040,"INTER. DIGI. DIGITAL KEY 6P20 433,92 PRETO COM BOTÃO PRETO KRIPT",CONTROLES,,,,,,-300,-300,-300,-300,-300,-300,-300,,,
2001019,CREMALHEIRA RESIDENCIAL 1 METRO GOMO PLÁSTICO MOD 4,BARRA DENTADA,,,,,,-213,-213,-213,-213,-213,-918,-2329,,,
2010325,CREMALHEIRA P/ MOTOR INDUSTRIAL STRONG 2000KG 1M GOMO ALUMÍNIO EX,BARRA DENTADA,,,,,,-200,-200,-500,-500,-500,-500,-500,,,
2004028,CREMALHEIRA RESIDENCIAL 1 METRO GOMO ALUM MOD 4 KRIPT,BARRA DENTADA,,,,,,-180,-180,-180,-180,-180,-180,-180,,,
2004060,"CREMALHEIRA RESIDENCIAL 1,5 METRO GOMO ALUM MOD 4 KRIPT",BARRA DENTADA,,,,,,-175,-175,-175,-175,-175,-175,-175,,,
2001076,CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ C/ CREMALHEIRA 3MT EX,DESLIZANTE TRINO,,,,,,-100,-100,-100,-100,-100,-100,-100,,,
2001293,CONJ.MOV TRINO SPEED TURBO PRO 800 COROA METAL AGL 220V INVERTER BIVOLT 50-60HZ B. AL SEM CREMALH EX,DESLIZANTE TRINO,,,,,,-100,-100,-100,-100,-100,-100,-100,ENTREGUE AMANHA,,
2001292,CONJ.MOV TRINO SPEED TURBO PRO 600 AGL 220V INVERTER BIVOLT 50-60HZ B.ALUM SEM CREM EX,DESLIZANTE TRINO,,,,,,-100,-100,-100,-100,-100,-100,-100,ENTREGUE AMANHA,,
2001288,CONJ. MOVIMENTADOR TRINO 800 COROA METAL AGL 220V 50-60HZ COM B. ALUMINIUM SEM CREMALHEIRA EX,DESLIZANTE TRINO,,,,,,-100,-100,-100,-100,-100,-100,-100,,,
2001287,CONJ. MOV TRINO SPEED 700 AGL 220V 50-60HZ COM B. ALUMINIUM C/ CREMALHEIRA 3MT EX,DESLIZANTE TRINO,,,,,,-100,-100,-100,-100,-100,-100,-100,,,
2010156,SENSOR DE FIM DE CURSO REED DESLIZANTE,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,-88,-93,-161,-204,-334,-507,-854,PROGRAMADO,,
2010328,CREMALHEIRA P/ MOTOR INDUSTRIAL STRONG 2000KG 1M NYLON EX,BARRA DENTADA,,,,,,-60,-60,-60,-60,-60,-60,-60,,,
2007091,CONJUNTO MOVIMENTADOR TRINO PIVÔ 4 127V SEM ACIONAMENTO - DUPLO,PIVOTANTES DUPLOS,,,,,,-51,-51,-59,-159,-269,-271,-276,,,
2001074,CONJ. MOVIMENTADOR TRINO 500 220V 50-60HZ C/ CREMALHEIRA 3MT EX,DESLIZANTE TRINO,,,,,,-40,-40,-200,-200,-200,-200,-200,,,
2004050,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ KRIPT SEM CREMALHEIRA,DESLIZANTE TRINO,,,,,,-40,-40,-40,-40,-40,-40,-40,,,
2010448,BASE DE CHÃO REGULÁVEL PARA MOTOR DZ UNIVERSAL EX,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,-30,-30,-30,-30,-30,-30,-30,PROGRAMADO,,
2004057,CONJ. MOVIMENTADOR TRINO 900 220V 50-60HZ KRIPT SEM CREMALHEIRA,DESLIZANTE TRINO,,,,,,-30,-30,-30,-30,-30,-30,-30,,,
2009508,"ACIONAMENTO P/ MOVIMENTADOR TRINO PIVÔ 0,50M",ACIONAMENTOS DE MOTORES,,,,,,-28,-28,-36,-79,-119,-127,-142,,,
2001311,CONJ. MOVIMENTADOR TRINO 300 127V LIGHT 50-60HZ KRIPT SEM CREMALHEIRA,DESLIZANTE TRINO,,,,,,-15,-15,-15,-15,-15,-15,-15,,,
2001035,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ SEM CREMALHEIRA,DESLIZANTE TRINO,,,,,,-13,-14,-43,-102,-225,-278,-384,,,
2004007,SENSOR DE FIM DE CURSO REED DESLIZANTE KRIPT,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,-12,-12,-12,-12,-12,-12,-12,PROGRAMADO,,
2010390,BRAÇO ARTICULADO PARA ABERTURA EXTERNA VELOCE EX,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,-10,-10,-10,-10,-10,-10,-10,PROGRAMADO,,
2001296,CONJ. MOVIMENTADOR DZ COROA METAL INDUSTRIAL STRONG 2000KG 220V 50-60HZ SEM CREMALHEIRA EX,DESLIZANTE TRINO,,,,,,-10,-10,-10,-10,-10,-10,-10,,,
2001295,CONJ. MOVIMENTADOR DZ COROA METAL INDUSTRIAL STRONG 1500KG 220V 50-60HZ SEM CREMALHEIRA EX,DESLIZANTE TRINO,,,,,,-10,-10,-10,-10,-10,-10,-10,,,
2001294,CONJ. MOVIMENTADOR DZ COROA METAL INDUSTRIAL STRONG 1000KG 220V 50-60HZ SEM CREMALHEIRA EX,DESLIZANTE TRINO,,,,,,-10,-10,-10,-10,-10,-10,-10,,,
2010204,CENTRAL PARA MOTOR PORTA DE ENROLAR AC220,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,-9,-9,-9,-9,-9,-28,-66,PROGRAMADO,,
2010002,ENGRENAGEM INTERNA 2 ENTRADAS ZAMAC TRINO 300 SPEED/500 SPEED,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,-9,-9,-9,-9,-9,-16,-30,PROGRAMADO,,
2010056,KIT IMÃ FIM DE CURSO DESLIZANTE,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,-8,-8,-99,-155,-155,-311,-622,PROGRAMADO,,
2007093,CONJUNTO MOVIMENTADOR TRINO PIVÔ 4 220V SEM ACIONAMENTO - DUPLO,PIVOTANTES DUPLOS,,,,,,-6,-6,-10,-110,-216,-219,-224,,,
2005718,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 4,40M BRANCO
  EX",PORTA SOCIAL,,,,,,-6,-6,-6,-6,-6,-6,-6,PROGRAMADO,,
2004056,CONJ. MOVIMENTADOR TRINO 900 110V 50-60HZ KRIPT SEM CREMALHEIRA,DESLIZANTE TRINO,,,,,,-6,-6,-6,-6,-6,-6,-6,,,
2004051,CONJ. MOVIMENTADOR TRINO 500 220V 50-60HZ KRIPT SEM CREMALHEIRA,DESLIZANTE TRINO,,,,,,-5,-5,-5,-5,-5,-5,-5,,,
2001078,CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ C/ CREMALHEIRA 3MT EX,DESLIZANTE TRINO,,,,,,-4,-4,-59,-59,-59,-59,-59,,,
2005719,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 5,0M BRANCO EX",PORTA SOCIAL,,,,,,-4,-4,-4,-4,-4,-4,-4,PROGRAMADO,,
2010014,CRUZETA DO MANCAL,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,-4,-4,-4,-4,-4,-13,-31,PROGRAMADO,,
2005705,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 6,0M BRANCO",PORTA SOCIAL,,,,,,-2,-2,-2,-2,-2,-2,-2,PROGRAMADO,,
2005703,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 4,40M BRANCO",PORTA SOCIAL,,,,,,-2,-2,-2,-2,-2,-2,-2,PROGRAMADO,,
2010248,FIM DE CURSO REED DZ INDUSTRIAL,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,-2,-2,-2,-2,-2,-15,-41,PROGRAMADO,,
2001041,CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ SEM CREMALHEIRA,DESLIZANTE TRINO,,,,,,-1,-1,-1,-16,-31,-37,-50,,,
2006079,CONJ. MOVIMENTADOR INTELIGENTE - IZZY TRINO NEW BV4 220V SEM ACIONAMENTO,MOTORES NEW BV,,,,,,-1,-1,-1,-1,-1,-24,-70,,,
2010197,VENTOINHA,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,-1,-1,-1,-1,-1,-2,-5,PROGRAMADO,,
2010114,"SENSOR DE FIM DE CURSO REED DO BASCULANTE/PIVO 1,5M",REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,,-5,-30,-30,-30,-121,-302,PROGRAMADO,,
2003003,"INTER. DIGI. DIGITAL KEY 6P20 433,92 BRANCO COM BOTÃO PRETO AGL",CONTROLES,,,,,,,,-815,-3765,-3765,-4285,-5326,,,
2001016,CREMALHEIRA RESIDENCIAL 1 METRO GOMO ALUM MOD 4,BARRA DENTADA,,,,,,,,-143,-143,-143,-213,-354,,,
2003001,"INTER. DIGI. DIGITAL KEY 6P20 433,92 BRANCO COM BOTÃO BRANCO AGL",CONTROLES,,,,,,,,-130,-230,-230,-268,-343,,,
2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,BASCULANTE BV,,,,,,,,-125,-351,-657,-914,-1429,,,
2010166,SENSOR DE FIM DE CURSO REED DESLIZANTE EX,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,,,-100,-100,-100,-100,-100,PROGRAMADO,,
2009511,"ACIONAMENTO P/ MOVIMENTADOR TRINO PIVÔ 1,5M",ACIONAMENTOS DE MOTORES,,,,,,,,-34,-68,-88,-95,-109,,,
2006103,CONJ. MOVIMENTADOR INTELIGENTE - IZZY TRINO NEW BV HEAVY 127V SEM ACIONAMENTO EX,MOTORES NEW BV,,,,,,,,-30,-30,-30,-30,-30,,,
2008549,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 1,5M EX",ACIONAMENTOS DE MOTORES,,,,,,,,-20,-20,-20,-20,-20,,,
2008520,"ACIONAMENTO MOVIMENTADOR TRINO BV 1,5M EX",ACIONAMENTOS DE MOTORES,,,,,,,,-10,-10,-10,-10,-10,,,
2001309,CONJ. MOVIMENTADOR DZ INDUSTRIAL STRONG 1000KG 220V 50-60HZ SEM CREMALHEIRA EX,DESLIZANTE TRINO,,,,,,,,-10,-10,-10,-10,-10,,,
2010039,TAMPA PRETA PARA MOTOR AGL CONVENCIONAL,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,,,-7,-15,-45,-83,-159,PROGRAMADO,,
2001233,CONJ. MOVIMENTADOR TRINO 300 127V LIGHT 50-60HZ SEM CREMALHEIRA,DESLIZANTE TRINO,,,,,,,,-6,-1101,-1771,-2378,-3591,,,
2007038,ITEM DESCONTINUADO - CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V - 1M - DUPLO EX,PIVOTANTES DUPLOS,,,,,,,,-5,-5,-5,-5,-5,,,
2007036,"ITEM DESCONTINUADO - CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V - 0,75M - DUPLO EX",PIVOTANTES DUPLOS,,,,,,,,-5,-5,-5,-5,-5,,,
2013501,"ACIONAMENTO MOVIMENTADOR TRINO DESLIZANTE HORIZONTAL 2,0M",ACIONAMENTOS DE MOTORES,,,,,,,,-4,-10,-10,-14,-21,,,
2009009,CONJ. MOVIMENTADOR PIVO ROBÔ STRONG 220V 50-60HZ EX,PIVOTANTES ROBÔ,,,,,,,,-4,-4,-4,-4,-4,,,
2005728,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 4,40M ANODIZADO EX",PORTA SOCIAL,,,,,,,,-4,-4,-4,-4,-4,PROGRAMADO,,
2008536,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 2,0M FUSO Ø 5/8 P/ BV TURBO",ACIONAMENTOS DE MOTORES,,,,,,,,-3,-7,-7,-11,-18,,,
2006080,CONJ. MOVIMENTADOR INTELIGENTE - IZZY TRINO NEW BV3 220V SEM ACIONAMENTO,MOTORES NEW BV,,,,,,,,-2,-2,-2,-13,-36,,,
2010160,BRAÇO ARTICULADO,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,,,-1,-1,-1,-10,-28,PROGRAMADO,,
2001028,"CREMALHEIRA RESIDENCIAL 0,50 METRO GOMO ALUM MOD 4",BARRA DENTADA,,,,,,,,,-511,-511,-4353,-12036,,,
2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,DESLIZANTE INTELIGENTE IZZY,,,,,,,,,-215,-222,-1016,-2605,,,
2001345,CONJ. MOVIMENTADOR TRINO 300 220V LIGHT 50-60HZ LOG,DESLIZANTE LOG,,,,,,,,,-110,-110,-142,-205,,,
2003008,"INTER. DIGI. DIGITAL KEY 6P20 433,92 PRETO COM BOTÃO BRANCO AGL",CONTROLES,,,,,,,,,-74,-74,-248,-596,,,
2008526,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 1,4M",ACIONAMENTOS DE MOTORES,,,,,,,,,-39,-39,-201,-526,,,
2008001,CONJ. MOVIMENTADOR TRINO BV3 127V SEM ACIONAMENTO,BASCULANTE BV,,,,,,,,,-27,-47,-118,-260,,,
2003066,"KIT 90 UND INTER. DIGI. DIGITAL KEY 6P20 433,92 2 CANAIS PRETO COM BOTÃO PRETO",CONTROLES,,,,,,,,,-4,-4,-5,-6,,,
2001032,CONJ. MOVIMENTADOR TRINO 300 127V 50-60HZ SEM CREMALHEIRA,DESLIZANTE TRINO,,,,,,,,,-3,-3,-92,-270,,,
2013506,"ACIONAMENTO MOVIMENTADOR TRINO DESLIZANTE HORIZONTAL 4,5M",ACIONAMENTOS DE MOTORES,,,,,,,,,-1,-3,-6,-11,,,
2003062,"INTER. DIGI. DIGITAL KEY 6P20 433,92 2 CANAIS PRETO COM BOTÃO PRETO",CONTROLES,,,,,,,,,,-175,-545,-1286,,,
2001036,CONJ. MOVIMENTADOR TRINO 500 220V 50-60HZ SEM CREMALHEIRA,DESLIZANTE TRINO,,,,,,,,,,-68,-154,-326,,,
2010007,CONJ. CILINDRO E CHAVE DE METAL P/ DESTRAVAMENTO MOTOR DZ,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,,,,,-25,-60,-131,PROGRAMADO,,
2010109,ENGRENAGEM INTERNA TRINO 700/900,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,,,,,-2,-15,-40,PROGRAMADO,,
2010070,GOMO 25 CM P/ CREMALHEIRA - PLASTICO,REPOSIÇÃO E DIVERSOS -MOTOR,,,,,,,,,,-1,-81,-241,PROGRAMADO,,
