81360,45968,46037.6917013889,Finalizada,2010263,TAMPA DO MOTOR INDUSTRIAL STRONG 2000,MOTORES,2.0,2.0
81361,45968,46037.6917824074,Finalizada,1015537,CENTRAL BRUSHLESS DC 24V - PARA CANCELA S/CONTROLE,MOTORES,3.0,3.0
81362,45968,46037.6918634259,Finalizada,1015553,TAMPA DA CANCELA,MOTORES,2.0,2.0
81363,45968,46037.6919212963,Finalizada,2010299,ENGRENAGEM 2 ENTRADAS NEW BV SPEED,MOTORES,2.0,2.0
81364,45968,46037.6919791667,Finalizada,2010180,"SENSOR DE FIM DE CURSO REED DO PIVOTANTE 0,75M",MOTORES,1.0,1.0
81365,45968,46037.6920717593,Finalizada,2010203,ANEL ELÁSTICO E-20,MOTORES,1.0,1.0
81366,45968,46037.6921296296,Finalizada,2010429,CAIXA DE PROTEÇÃO DA CENTRAL NEW PIVO,MOTORES,1.0,1.0
81368,45968,46037.6921990741,Finalizada,2010437,CHAVE DE DESTRAVAMENTO NYLON NOVA PARA TRINO 300 / LIGHT AGL,MOTORES,50.0,50.0
81369,45968,46037.6922685185,Finalizada,2010013,GOMO 25 CM P/ CREMALHEIRA - ALUMINIO,MOTORES,60.0,60.0
81370,45968,46037.692337963,Finalizada,2010195,ESTATOR E ROTOR P33 127V MONO 60HZ BV - REPOSIÇÃO,MOTORES,5.0,5.0
81372,45968,45978.7104282407,Finalizada,813599,"SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 0,75M",MOTORES,250.0,250.0
81384,45968,45968.5833796296,Finalizada,2010299,ENGRENAGEM 2 ENTRADAS NEW BV SPEED,MOTORES,1.0,1.0
81422,45968,45971.6003240741,Finalizada,2001161,CONJ. MOVIMENTADOR TRINO 300 220V Light 50-60HZ SEM CREMALHEIRA,MOTORES,100.0,100.0
81423,45968,45993.3513657407,Finalizada,2001015,"CREMALHEIRA RESIDENCIAL 1,5 METRO GOMO ALUM MOD 4",MOTORES,2000.0,2000.0
81427,45969,45972.6716782407,Finalizada,2001028,"CREMALHEIRA RESIDENCIAL 0,50 METRO GOMO ALUM MOD 4",MOTORES,526.0,526.0
81450,45971,45973.366412037,Finalizada,2006093,CONJ. MOVIMENTADOR INTELIGENTE - IZZY TRINO NEW BV3 SPEED 127V SEM ACIONAMENTO,MOTORES,1.0,1.0
81453,45971,45973.3665046296,Finalizada,2008091,CONJ. MOVIMENTADOR BV SPEED TURBO PRO LIGHT 1/5HP FREQUENCY INVERTER BIVOLT SEM ACIONAMENTO,MOTORES,1.0,1.0
81454,45971,45973.3665856481,Finalizada,2008028,CONJ. MOVIMENTADOR TRINO NEW BV3 127V SEM ACIONAMENTO,MOTORES,4.0,4.0
81455,45971,46037.6924768519,Finalizada,2006143,CONJ. MOVIMENTADOR INTELIGENTE - IZZY SPEED TURBO PRO 1/2 FREQUENCY INVERTER 50-60HZ B. ALUMI S. CRE,MOTORES,1.0,1.0
81456,45971,45982.3441203704,Finalizada,2008003,CONJ. MOVIMENTADOR TRINO BV4 127V SEM ACIONAMENTO,MOTORES,30.0,30.0
81457,45971,46037.6925347222,Finalizada,2013505,"ACIONAMENTO MOVIMENTADOR TRINO DESLIZANTE HORIZONTAL 4,0M",MOTORES,2.0,2.0
81458,45971,45982.3793171296,Finalizada,2008529,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 2,5M",MOTORES,6.0,6.0
81460,45971,45980.3100347222,Finalizada,2001161,CONJ. MOVIMENTADOR TRINO 300 220V Light 50-60HZ SEM CREMALHEIRA,MOTORES,200.0,200.0
81477,45971,46030.4158912037,Finalizada,813455,SENSOR DE FIM DE CURSO REED DESLIZANTE,MOTORES,6000.0,6000.0
81498,45971,45971.642650463,Finalizada,2010155,ENGRENAGEM INTERNA BV/ PIVO AGL ZAMAC,MOTORES,485.0,485.0
81505,45971,45971.6871990741,Finalizada,2010455,KIT C/ 02 ACIONADORES DA MICRO CHAVE BV CADENA,MOTORES,2.0,2.0
81506,45971,45971.6871064815,Finalizada,2010180,"SENSOR DE FIM DE CURSO REED DO PIVOTANTE 0,75M",MOTORES,1.0,1.0
81507,45971,45971.6870023148,Finalizada,2010113,"SENSOR DE FIM DE CURSO REED DO BASCULANTE 2,0M",MOTORES,1.0,1.0
