chave,coluna_1,coluna_2,coluna_3,coluna_4,coluna_5,coluna_6,coluna_7,coluna_8,coluna_9,coluna_10
Plastico,804615,BUCHA PARA ROLAMENTO MOTORES DESLIZANTES/TANQUINHOS 12MM,UNIDADE,UN,,42748,0,0,0,0
Plastico,402036,BUCHA PLASTICA N06,UNIDADE,UN,,47408,0,0,0,0
Plastico,804564,CAIXA DO ESPELHO FOTOCÉLULA REFLETIVA SIMPLIFIQUE,UNIDADE,UN,,1936,0,0,0,0
Plastico,804560,CAIXA DO SENSOR FOTOCÉLULA ATIVA E REFLETIVA SIMPLIFIQUE,UNIDADE,UN,,1013,0,0,0,0
Plastico,813260,CALÇO DO ESTATOR NEW BV,UNIDADE,UN,,8849,0,0,0,0
Plastico,813515,CALÇO DO ESTATOR P28 BV/PIVO,UNIDADE,UN,,13858,0,0,0,0
Plastico,804245,CAPA CARRETEL DA TRAVA ELETROMAGNETICA,UNIDADE,UN,,7100,0,0,0,0
Plastico,804575,CAPA DO CILINDO COM LOGO NOVO MODELO ULTRA - BRANCA,UNIDADE,UN,,5083,0,0,0,0
Plastico,804573,CAPA DO CILINDO COM LOGO NOVO MODELO ULTRA - PRETA,UNIDADE,UN,,6291,0,0,0,0
Plastico,804574,CAPA DO CILINDO SEM LOGO NOVO MODELO ULTRA - BRANCA,UNIDADE,UN,,3505,0,0,0,0
Plastico,804572,CAPA DO CILINDO SEM LOGO NOVO MODELO ULTRA - PRETA,UNIDADE,UN,,8528,0,0,0,0
Plastico,804203,CAPA DO CILINDRO DA FECHADURA DE SOBREPOR - BRANCO,UNIDADE,UN,,4090,0,0,0,0
Plastico,804202,CAPA DO CILINDRO DA FECHADURA DE SOBREPOR - PRETO,UNIDADE,UN,,8570,0,0,0,0
Plastico,804405,CAPA DO CILINDRO DA FECHADURA DE SOBREPOR TETRA - PRETA,UNIDADE,UN,,5978,0,0,0,0
Plastico,804281,CAPA DO CILINDRO DA LINHA ULTRA - BRANCO,UNIDADE,UN,,1368,0,0,0,0
Plastico,804280,CAPA DO CILINDRO DA LINHA ULTRA - PRETO,UNIDADE,UN,,7620,0,0,0,0
Plastico,804124,CAPA DO CILINDRO DA TAMPA CHAVE SIMPLES AGL - BRANCO,UNIDADE,UN,,6445,0,0,0,0
Plastico,804120,CAPA DO CILINDRO DA TAMPA CHAVE SIMPLES AGL PRETA,UNIDADE,UN,,34798,0,0,0,0
Plastico,804493,CAPA DO CILINDRO DA TAMPA CHAVE SIMPLES BRANCA TERC. LISA,UNIDADE,UN,,540,0,0,0,0
Plastico,804492,CAPA DO CILINDRO DA TAMPA CHAVE SIMPLES PRETA TERC. LISA,UNIDADE,UN,,10984,0,0,0,0
Plastico,804121,CAPA DO CILINDRO DA TAMPA CHAVE TETRA AGL - PRETO,UNIDADE,UN,,9120,0,0,0,0
Plastico,804335,CAPA DO CILINDRO PARA BOTÃO AGL - CINZA,UNIDADE,UN,,3486,0,0,0,0
Plastico,804215,CAPA DO CILINDRO PARA BOTÃO LISA - BRANCO,UNIDADE,UN,,340,0,0,0,0
Plastico,804491,CAPA DO CILINDRO PARA BOTÃO LISA - CINZA,UNIDADE,UN,,1600,0,0,0,0
Plastico,804211,CAPA DO CILINDRO PARA BOTÃO LISA - PRETO,UNIDADE,UN,,1219,0,0,0,0
Plastico,804260,CAPA DO CILINDRO PARA BOTÃO SEG - PRETO,UNIDADE,UN,,1349,0,0,0,0
Plastico,804448,CAPA DO LED DA PLACA CERCA ELETRICA,UNIDADE,UN,,3000,0,0,0,0
Plastico,804104,CAPA DO LEITOR CA500,UNIDADE,UN,,1273,0,0,0,0
Plastico,804430,CAPA DO ROLAMENTO DOS MOTORES,UNIDADE,UN,,41478,0,0,0,0
Plastico,804282,CARCAÇA ANTENA INTERNA MAGIC / MAGIC CARD / ULTRA CARD - PRETO,UNIDADE,UN,,5062,0,0,0,0
Plastico,804555,CARCAÇA CA BIO AL100R BIO CARD/BT1 - PRETA,UNIDADE,UN,,3228,0,0,0,0
Plastico,804220,CARCAÇA EXTERNA FECHADURA RX100 / RX200 / RX500 BRANCA - (MODELO ANTIGO),UNIDADE,UN,,775,0,0,0,0
Plastico,804601,CARCAÇA EXTERNA FECHADURAS RX / BT-100 / BT-1 / SMART X3 - BRANCA(MODELO NOVO RETRANGULAR),UNIDADE,UN,,662,0,0,0,0
Plastico,804221,CARCAÇA EXTERNA FECHADURAS RX / BT-100 / BT-1 / SMART X3 (MODELO ANTIGO) - PRETO,UNIDADE,UN,,1096,0,0,0,0
Plastico,804593,CARCAÇA EXTERNA FECHADURAS RX / BT-100 / BT-1 / SMART X3 (MODELO NOVO RETRANGULAR),UNIDADE,UN,,2101,0,0,0,0
Plastico,804355,CARCAÇA INFERIOR DA CERCA ELÉTRICA - BRANCO,UNIDADE,UN,,1391,0,0,0,0
Plastico,804611,CARCAÇA INFERIOR DA CERCA ELÉTRICA - BRANCO (MODELO NOVO),UNIDADE,UN,,649,0,0,0,0
Plastico,804063,CARCAÇA PENDRIVE,UNIDADE,UN,,2329,0,0,0,0
Plastico,804268,CARCAÇA SINALEIRA VISION LED - BRANCO,UNIDADE,UN,,1191,0,0,0,0
Plastico,804265,CARCAÇA SINALEIRA VISION LED - PRETO,UNIDADE,UN,,1291,0,0,0,0
Plastico,804354,CARCAÇA SUPERIOR DA CERCA ELÉTRICA - BRANCO,UNIDADE,UN,,1286,0,0,0,0
Plastico,804610,CARCAÇA SUPERIOR DA CERCA ELÉTRICA - BRANCO (MODELO NOVO),UNIDADE,UN,,565,0,0,0,0
Plastico,804348,CARRETEL BOBINA CERCA ELÉTRICA,PC,UN,,5192,0,0,0,0
Plastico,804509,CARRETEL DA TRAVA ELETROMAGNÉTICA (MODELO NOVO),UNIDADE,UN,,14559,0,0,0,0
Plastico,804321,CARRETEL DO FECHO,UNIDADE,UN,,4717,0,0,0,0
Plastico,804363,CARRETEL DO TRAFO DA CERCA ELÉTRICA,UNIDADE,UN,,37425,0,0,0,0
Plastico,804409,CARRETEL TRANSFORMADOR CENTRAL DUPLA,PC,UN,,12667,0,0,0,0
Plastico,804417,CARRETEL TRANSFORMADOR CENTRAL FLEX/BASIC G,PC,UN,,51158,0,0,0,0
Plastico,804436,CARRETEL TRANSFORMADOR CENTRAL INVERSORA,PC,UN,,12315,0,0,0,0
Plastico,804399,CARRETEL TRANSFORMADOR INTERFONES,UNIDADE,UN,,20550,0,0,0,0
Plastico,804554,CARTUCHO DA PORCA DE 5 ENTRADAS,UNIDADE,UN,,2400,0,0,0,0
Plastico,813610,CARTUCHO DA PORCA DE 6 ENTRADAS,UNIDADE,UN,,1120,0,0,0,0
Plastico,813540,CARTUCHO DA PORCA DE 6 ENTRADAS P.60 1/2,UNIDADE,UN,,4514,0,0,0,0
Plastico,813532,CARTUCHO DA PORCA 4 ENTRADAS,UNIDADE,UN,,3770,0,0,0,0
Plastico,813518,CARTUCHO DA PORCA 6 ENTRADAS P.60 5/8'',UNIDADE,UN,,7600,0,0,0,0
Plastico,813507,CASE DE PROTEÇÃO DO MÓDULO WIFI IZZY,UNIDADE,UN,,7200,0,0,0,0
Plastico,813250,CHAVE CILINDRO MOTOR DESLIZANTE NYLON (MODELO NOVO),UNIDADE,UN,,10204,0,0,0,0
Plastico,813249,CILINDRO MOTOR DESLIZANTE NYLON,UNIDADE,UN,,50772,0,0,0,0
Plastico,301048,COMP. DESMOPAN TPU (DP.192 DPS700-37B14C0108),QUILOGRAMA,KG,,33,0,0,0,0
Plastico,301037,COMP. PVC CRISTAL 55/200,QUILOGRAMA,KG,,25,0,0,0,0
Plastico,813527,COPO DO PINO ELÁSTICO DO EIXO ESTAMPADO,UNIDADE,UN,,13002,0,0,0,0
Plastico,804549,COROA DO MOVIMENTADOR BV/PIVO NYLON Ø 17MM,UNIDADE,UN,,3168,0,0,0,0
Plastico,804444,DIFUSOR DE LUZ CERCA ELÉTRICA/NOBREAK,UNIDADE,UN,,7761,0,0,0,0
Plastico,804422,DIFUSOR DE LUZ INTERFONIA,UNIDADE,UN,,7993,0,0,0,0
Plastico,813529,DISCO DO ENCODER DZ (LADO FÊMEA),UNIDADE,UN,,5835,0,0,0,0
Plastico,813528,DISCO DO ENCODER DZ (LADO MACHO),UNIDADE,UN,,7229,0,0,0,0
Plastico,804064,DISPOSITIVO DE GANCHO MESA/PAREDE TDI100,UNIDADE,UN,,11755,0,0,0,0
Plastico,813041,EIXO DE TRAÇÃO DO BASCULANTE (MODELO ANTIGO),UNIDADE,UN,,9328,0,0,0,0
Plastico,804098,EIXO ROLDANA GRANDE,UNIDADE,UN,,232252,0,0,0,0
Plastico,804099,EIXO ROLDANA PEQUENA,UNIDADE,UN,,130730,0,0,0,0
Plastico,804212,ENCOSTO PARA CHAPA DO BATENTE PV,UNIDADE,UN,,574,0,0,0,0
Plastico,813539,ENGRENAGEM INTERNA DE 1 ENTRADA C/IMÃ NYLON 6 15% FV,UNIDADE,UN,,1190,0,0,0,0
Plastico,813094,ENGRENAGEM INTERNA DE 1 ENTRADA DZ E NEWBV COM IMÃ,UNIDADE,UN,,1600,0,0,0,0
Plastico,813289,ENGRENAGEM INTERNA DE 1 ENTRADA DZ E NEWBV SEM IMÃ,UNIDADE,UN,,4800,0,0,0,0
Plastico,813506,ENGRENAGEM INTERNA 1 ENTRADA PARA MOTOR INDUSTRIAL DE NYLON,UNIDADE,UN,,850,0,0,0,0
Plastico,804231,ENGRENAGEM MINI MOTOR DC N20GM - DC GEAR MOTOR - MODELO: N20GM,UNIDADE,UN,,7387,0,0,0,0
Plastico,813247,ENGRENAGEM 2 ENTRADAS NEW BV COM IMÃ,UNIDADE,UN,,1080,0,0,0,0
Plastico,813295,ENGRENAGEM 2 ENTRADAS NEW BV SEM IMÃ,UNIDADE,UN,,3646,0,0,0,0
Plastico,804586,ESPAÇADOR DO ROLETE FECHADURA T12S - BRANCO,UNIDADE,UN,,1527,0,0,0,0
Plastico,804536,ESPAÇADOR DO ROLETE FECHADURA T12S - PRETO,UNIDADE,UN,,416,0,0,0,0
Plastico,804356,ESPELHO DA FECHADURA AL100 / AL100R /MINI / ULTRA / SOBREPOR - PRETO,UNIDADE,UN,,23711,0,0,0,0
Plastico,105070,FITA GOMADA APK 80 C/REFORCO IMP,KG,KG,AGL ELETRONICOS,26,0,0,0,0
Plastico,804105,FRENTE ACIONADOR AF12-IRE - BRANCO,UNIDADE,UN,,1326,0,0,0,0
Plastico,804253,FRENTE CA1000 DUO BIO/CARD - BRANCO,UNIDADE,UN,,1737,0,0,0,0
Plastico,804254,FRENTE CA1000 DUO BIO/CARD - PRETO,UNIDADE,UN,,392,0,0,0,0
Plastico,804441,FRENTE CA2000S/AF12 TOUCH (NOVO MODELO),UNIDADE,UN,,4219,0,0,0,0
Plastico,804157,FRENTE FURO REDONDO P10S - CINZA,UNIDADE,UN,,762,0,0,0,0
Plastico,804018,FRENTE FURO REDONDO P10S / P20 - BRANCO,UNIDADE,UN,,1946,0,0,0,0
Plastico,804017,FRENTE FURO REDONDO P10S / P20 / P200 - PRETO,UNIDADE,UN,,2403,0,0,0,0
Plastico,804144,FRENTE FURO RETANGULAR P20 / P200 - CINZA,UNIDADE,UN,,825,0,0,0,0
Plastico,804252,FRENTE FURO RETANGULAR P200 - BRANCO,UNIDADE,UN,,858,0,0,0,0
Plastico,804251,FRENTE FURO RETANGULAR P200 - PRETO,UNIDADE,UN,,2907,0,0,0,0
Plastico,804004,FRENTE INFRAVERMELHO AF12-IRS / CA1000 BIO CARD DUO / CA1200S CARD/DUO - BRANCO,UNIDADE,UN,,2408,0,0,0,0
Plastico,804042,FRENTE INFRAVERMELHO AF12-IRS / CA1000 BIO CARD DUO / CA1200S CARD/DUO - PRETO,UNIDADE,UN,,5376,0,0,0,0
Plastico,804182,FRENTE LISA C/ DIFUSOR - INTERFONIA - BRANCO,UNIDADE,UN,,9434,0,0,0,0
Plastico,804488,FRENTE LISA C/ DIFUSOR - INTERFONIA - PRETO,UNIDADE,UN,,7581,0,0,0,0
Plastico,804489,FRENTE LISA S/ DIFUSOR - INTERFONIA - BRANCO,UNIDADE,UN,,2566,0,0,0,0
Plastico,804311,FRENTE MONITOR VP4,UNIDADE,UN,,1015,0,0,0,0
Plastico,804184,FRENTE MONITOR VP7,UNIDADE,UN,,2645,0,0,0,0
Plastico,804523,FRENTE PAINEL AGL BT-100 BIO APP - BRANCA,UNIDADE,UN,,704,0,0,0,0
Plastico,804522,FRENTE PAINEL AGL BT-100 BIO APP - PRETA,UNIDADE,UN,,2238,0,0,0,0
Plastico,804570,FRENTE PAINEL AGL T12S BIO APP - BRANCA,UNIDADE,UN,,1431,0,0,0,0
Plastico,804552,FRENTE PAINEL AGL T12S BIO APP - PRETA,UNIDADE,UN,,372,0,0,0,0
Plastico,804234,FRENTE PAINEL RX200 - BRANCO,UNIDADE,UN,,564,0,0,0,0
Plastico,804235,FRENTE PAINEL RX200 - PRETO,UNIDADE,UN,,1759,0,0,0,0
Plastico,804495,FRENTE PAINEL RX200 P/ BIOMETRIA - PRETO,UNIDADE,UN,,1128,0,0,0,0
Plastico,804218,FRENTE PAINEL RX500 - BRANCO,UNIDADE,UN,,637,0,0,0,0
Plastico,804219,FRENTE PAINEL RX500 - PRETO,UNIDADE,UN,,1509,0,0,0,0
Plastico,804082,FRENTE PCD 12,UNIDADE,UN,,1148,0,0,0,0
Plastico,804410,FRENTE PORTEIRO P10 X - PRETO,UNIDADE,UN,,2783,0,0,0,0
Plastico,804067,FRENTE PORTEIRO S100 - PRETO,UNIDADE,UN,,1714,0,0,0,0
Plastico,804385,FRENTE PORTEIRO S300 - PRETO,UNIDADE,UN,,3751,0,0,0,0
Plastico,804507,FRENTE PORTEIRO VP4/VP7,UNIDADE,UN,,169,0,0,0,0
Plastico,804073,FRENTE S300 12 PONTOS,UNIDADE,UN,,2439,0,0,0,0
Plastico,804074,FRENTE S300 16 PONTOS,UNIDADE,UN,,3676,0,0,0,0
Plastico,804071,FRENTE S300 4 PONTOS,UNIDADE,UN,,251,0,0,0,0
Plastico,804072,FRENTE S300 8 PONTOS,UNIDADE,UN,,2145,0,0,0,0
Plastico,804534,FRENTE S500 APP 16 PONTOS,UNIDADE,UN,,360,0,0,0,0
Plastico,804612,FRENTE S500 APP 24 PONTOS,UNIDADE,UN,,122,0,0,0,0
Plastico,804532,FRENTE S500 APP 8 PONTOS,UNIDADE,UN,,268,0,0,0,0
Plastico,804480,FRENTE S500 12 PONTOS,UNIDADE,UN,,1918,0,0,0,0
Plastico,804481,FRENTE S500 16 PONTOS,UNIDADE,UN,,473,0,0,0,0
Plastico,804476,FRENTE S500 4 PONTOS,UNIDADE,UN,,3350,0,0,0,0
Plastico,804479,FRENTE S500 6 PONTOS,UNIDADE,UN,,1453,0,0,0,0
Plastico,804133,FRENTE S500 8 PONTOS,UNIDADE,UN,,848,0,0,0,0
Plastico,804002,FRENTE 1 BOTÃO BOTOEIRA/ACIONADOR - BRANCO,UNIDADE,UN,,2881,0,0,0,0
Plastico,804271,FRENTE 1 BOTÃO BOTOEIRA/ACIONADOR - PRETO,UNIDADE,UN,,4488,0,0,0,0
Plastico,804181,FRENTE 2 BOTÕES BOTOEIRA/ACIONADOR - BRANCO,UNIDADE,UN,,112,0,0,0,0
Plastico,804178,FRISO DO CONTROLE DE ACESSO CA500,UNIDADE,UN,,1407,0,0,0,0
Plastico,804039,FRISO ESTREITO COLETIVO,UNIDADE,UN,,5250,0,0,0,0
Plastico,804069,FRISO FRENTE PAINEL PORTEIRO S100/S300/VP4/VP7,UNIDADE,UN,,4026,0,0,0,0
Plastico,804037,FRISO LARGO COLETIVO,UNIDADE,UN,,2163,0,0,0,0
Plastico,804027,FRISO PORTEIRO P10S / P20 / P200 - CINZA,UNIDADE,UN,,4200,0,0,0,0
Plastico,804028,FRISO PORTEIRO P10S / P20 / P200 - PRETO,UNIDADE,UN,,8793,0,0,0,0
Plastico,804511,FUNDO ABS KIT SINALIZADOR PUXE/EMPURRE,UNIDADE,UN,,1451,0,0,0,0
Plastico,804485,FUNDO ACIONADOR CAMPAINHA (INTERIOR) - BRANCO,UNIDADE,UN,,3637,0,0,0,0
Plastico,804486,FUNDO ACIONADOR CAMPAINHA (INTERIOR) - PRETO,UNIDADE,UN,,2541,0,0,0,0
Plastico,804003,FUNDO ACIONADOR INTERFONIA - BRANCO,UNIDADE,UN,,5070,0,0,0,0
Plastico,804277,FUNDO ACIONADOR INTERFONIA - PRETO,UNIDADE,UN,,4488,0,0,0,0
Plastico,804274,FUNDO AGL AF12-IRE - BRANCO,UNIDADE,UN,,1951,0,0,0,0
Plastico,804273,FUNDO AGL AF12-IRE - PRETO,UNIDADE,UN,,1751,0,0,0,0
Plastico,804442,FUNDO CA2000S/AF12 TOUCH,UNIDADE,UN,,4219,0,0,0,0
Plastico,804036,FUNDO COLETIVO DE 4 A 16 PONTOS,UNIDADE,UN,,925,0,0,0,0
Plastico,804487,FUNDO CONTROLE CA1000/1200 - BRANCO,UNIDADE,UN,,5172,0,0,0,0
Plastico,804490,FUNDO CONTROLE CA1000/1200 - PRETO,UNIDADE,UN,,8456,0,0,0,0
Plastico,804180,FUNDO DO CONTROLE DE ACESSO CA500 / CA25,UNIDADE,UN,,3075,0,0,0,0
Plastico,804066,FUNDO DO PORTEIRO S100 / S200 / S300 / VP4 / VP7,UNIDADE,UN,,5280,0,0,0,0
Plastico,804562,FUNDO DO SENSOR FOTOCÉLULA ATIVA E REFLETIVA SIMPLIFIQUE,UNIDADE,UN,,1452,0,0,0,0
Plastico,804312,FUNDO MONITOR VP4,UNIDADE,UN,,1316,0,0,0,0
Plastico,804183,FUNDO MONITOR VP7,UNIDADE,UN,,1928,0,0,0,0
Plastico,804421,FUNDO PADRÃO COLETIVOS S500,UNIDADE,UN,,1328,0,0,0,0
Plastico,804411,FUNDO PORTEIRO P10 X - PRETO,UNIDADE,UN,,2122,0,0,0,0
Plastico,804015,FUNDO PORTEIRO P10S / P20 / P200 - CINZA,UNIDADE,UN,,4168,0,0,0,0
Plastico,804014,FUNDO PORTEIRO P10S / P20 / P200 - PRETO,UNIDADE,UN,,4999,0,0,0,0
Plastico,804577,FUNDO PROTETOR PCI NOVA LINHA ULTRA - BRANCO,UNIDADE,UN,,2858,0,0,0,0
Plastico,804566,FUNDO PROTETOR PCI NOVA LINHA ULTRA - PRETO,UNIDADE,UN,,4446,0,0,0,0
Plastico,813166,"FUSO P 7.5MM DE 1,0M E 4 ENTRADAS BV",UNIDADE,UN,,22732,0,0,0,0
Plastico,804527,GARFO AA FECHADURA T12S,UNIDADE,UN,,4546,0,0,0,0
Plastico,813080,GOMO 25CM P/ CREMALHEIRA PLASTICO - PRETO,UNIDADE,UN,,141791,0,0,0,0
Plastico,804179,GRADE DO TECLADO CONTROLE DE ACESSO CA25/CA500,UNIDADE,UN,,2332,0,0,0,0
Plastico,804046,GRADE FALANTE DO PORTEIRO ELETRONICO COLETIVO - PRETO,UNIDADE,UN,,2162,0,0,0,0
Plastico,804021,GRADE FALANTE REDONDA P10S / P20 BORDA FUNDA - CINZA,UNIDADE,UN,,2098,0,0,0,0
Plastico,804338,GRADE FALANTE REDONDA P10S/P20/P200 BORDA FUNDA - PRETA,UNIDADE,UN,,15422,0,0,0,0
Plastico,804447,GRADE FALANTE REDONDA P200 BORDA RASA - PRETA,UNIDADE,UN,,4080,0,0,0,0
Plastico,804068,GRADE FALANTE REDONDA S100 / S300 - PRETO,UNIDADE,UN,,44745,0,0,0,0
Plastico,804020,GRADE FALANTE RETANGULAR P20 / P200 - PRETO,UNIDADE,UN,,4290,0,0,0,0
Plastico,804330,GRADE FALANTE RETANGULAR P200 - CINZA,UNIDADE,UN,,400,0,0,0,0
Plastico,804383,GUIA DO BATENTE AL100 A.EXT / MINI A.EXT / AL100R - BRANCO,UNIDADE,UN,,423,0,0,0,0
Plastico,804097,GUIA DO BATENTE AL100 A.EXT / MINI A.EXT / AL100R - PRETO,UNIDADE,UN,,28872,0,0,0,0
Plastico,804445,LINGUETA DE GANCHO P10S / P10X / S100 / S300 - PRETO,UNIDADE,UN,,34429,0,0,0,0
Plastico,804134,LINGUETA DE GANCHO P20 / P100 / P200 - CINZA,UNIDADE,UN,,4318,0,0,0,0
Plastico,804394,LINGUETA DE GANCHO P20 / P100 / P200 - VERDE,UNIDADE,UN,,11614,0,0,0,0
Plastico,804446,LINGUETA DE GANCHO TDI100 / VP4 / VP7 - PRETO,UNIDADE,UN,,21498,0,0,0,0
Plastico,804506,MACAQUITO AGL MINI REVERSÍVEL,UNIDADE,UN,,1527,0,0,0,0
Plastico,804128,MACAQUITO AL100R,UNIDADE,UN,,36968,0,0,0,0
Plastico,813040,MANCAL DE CENTRAGEM,UNIDADE,UN,,2455,0,0,0,0
Plastico,813054,MANCAL PERFIL INFERIOR,UNIDADE,UN,,5885,0,0,0,0
Plastico,813048,MANCAL PERFIL SUPERIOR BV,UNIDADE,UN,,7887,0,0,0,0
Plastico,813317,MANCAL SUPERIOR DO PIVO,UNIDADE,UN,,1170,0,0,0,0
Plastico,804213,MEMBRANA PLASTICA CONTROLE DE ACESSO FECHADURA RX500/BT-100/ULTRA TOUCH - PRETA,UNIDADE,UN,,992,0,0,0,0
Plastico,813293,MIOLO DO CILINDRO NYLON MOTOR DESLIZANTE,UNIDADE,UN,,10489,0,0,0,0
Plastico,301056,NYLON PA 6 - 6.0 INDUSTRIAL 30%FV COR PRETO,QUILOGRAMA,KG,,2491,0,0,0,0
Plastico,301038,NYLON PA 6 - 6.6 INDUSTRIAL 30%FV COR PRETO PEPASA (PF-1006 SS -BK),QUILOGRAMA,KG,,2561,0,0,0,0
Plastico,301052,NYLON PA 6 VIRGEM 15%FV NATURAL,QUILOGRAMA,UN,,656,0,0,0,0
Plastico,301005,NYLON PA 6 VIRGEM 30%FV COR NATURAL PF-1006 CQ -NAT,QUILOGRAMA,KG,,275,0,0,0,0
Plastico,998861,PAINEL DE CONTROLE PARA INJETORA PLASTICA PL860 - CONTROL PANNEL - MODELO: HAITIAN,UN,UN,,1,2857,2857,2563,2563
Plastico,813047,PASSA FIO DO BV,UNIDADE,UN,,4055,0,0,0,0
Plastico,813395,PASSA FIO DO NEW BV,UNIDADE,UN,,8886,0,0,0,0
Plastico,302025,PIGMENTO AMARELO - NYLON,KG,KG,,20,0,0,0,0
Plastico,302011,PIGMENTO AMARELO - PP,QUILOGRAMA,KG,,22,0,0,0,0
Plastico,302023,PIGMENTO AZUL - PP - COR 2195C,KG,KG,,42,0,0,0,0
Plastico,302020,PIGMENTO BRANCO - ABS 23130-CW,QUILOGRAMA,KG,,116,0,0,0,0
Plastico,302015,PIGMENTO BRANCO - PP,QUILOGRAMA,UN,,91,0,0,0,0
Plastico,302009,PIGMENTO CINZA - ABS - HEX #D3D3D3,QUILOGRAMA,UN,,0,0,0,0,0
Plastico,302022,PIGMENTO PP PRETO (17673-BP),KG,KG,,100,0,0,0,0
Plastico,302008,PIGMENTO PRETO - ABS,KG,KG,,144,0,0,0,0
Plastico,302016,PIGMENTO PVC BRANCO,QUILOGRAMA,UN,,25,0,0,0,0
Plastico,302012,PIGMENTO PVC PRETO,QUILOGRAMA,UN,,28,0,0,0,0
Plastico,813237,PINO DESTRAVAMENTO TRINO,UNIDADE,UN,,16567,0,0,0,0
Plastico,804528,PINO DO SENSOR RPI FECHADURA T12S,UNIDADE,UN,,3524,0,0,0,0
Plastico,804100,PINO PERCURSOR AL100,UNIDADE,UN,,33548,0,0,0,0
Plastico,804279,PINO PERCURSOR AL100R,UNIDADE,UN,,217500,0,0,0,0
Plastico,804513,PLAQUETA DE ABERTURA PP TRAVA ELETROMAGNÉTICA/ GABINETE,UNIDADE,UN,,9000,0,0,0,0
Plastico,301014,POLIACETAL (POM) VIRGEM K-1000-NAT./90,QUILOGRAMA,KG,,479,0,0,0,0
Plastico,301025,POLIPROPILENO (PP) BRANCO,KG,KG,,20911,0,0,0,0
Plastico,301059,POLIPROPILENO (PP) CINZA,QUILOGRAMA,KG,,75,0,0,0,0
Plastico,301016,POLIPROPILENO (PP) CINZA CLARO,QUILOGRAMA,KG,,200,0,0,0,0
Plastico,301020,POLIPROPILENO (PP) CINZA GRAFITE,QUILOGRAMA,KG,,300,0,0,0,0
Plastico,301008,POLIPROPILENO (PP) INDUSTRIAL,QUILOGRAMA,KG,,783,0,0,0,0
Plastico,301024,POLIPROPILENO (PP) PRETO,QUILOGRAMA,KG,,6875,0,0,0,0
Plastico,301054,POLIPROPILENO (PP) PRETO C/ TALCO - PP TD 20 BK,QUILOGRAMA,KG,,1285,0,0,0,0
Plastico,301050,POLIPROPILENO (PP) PRETO COM FIBRA,QUILOGRAMA,KG,,5536,0,0,0,0
Plastico,301007,POLIPROPILENO (PP) VIRGEM,QUILOGRAMA,KG,,225,0,0,0,0
Plastico,804468,"PONTA DO ARIETE 2,55 X 26MM",UNIDADE,UN,,29817,0,0,0,0
Plastico,813480,PORCA ACIONADORA BV CADENA - PEÇA FRONTAL,UNIDADE,UN,,156,0,0,0,0
Plastico,813478,PORCA ACIONADORA BV CADENA - PEÇA TRASEIRA,UNIDADE,UN,,1091,0,0,0,0
Plastico,813294,PORCA DO CILINDRO NYLON MOTOR DESLIZANTE,UNIDADE,UN,,13712,0,0,0,0
Plastico,813175,PORCA DO FUSO DE 4 ENTRADA,UNIDADE,UN,,342,0,0,0,0
Plastico,813305,PORCA DO FUSO DE 6 ENTRADAS Ø 1/2 P.60,UNIDADE,UN,,928,0,0,0,0
Plastico,813269,PORCA DO FUSO NEW BV P.60 Ø 5/8,UNIDADE,UN,,372,0,0,0,0
Plastico,813316,PORCA DO FUSO 2 ENTRADAS PIVO (FÊMEA),UNIDADE,UN,,3000,0,0,0,0
Plastico,813315,PORCA DO FUSO 2 ENTRADAS PIVO (MACHO),UNIDADE,UN,,2400,0,0,0,0
Plastico,813469,PORCA INFERIOR DO PIVOTANTE 4 ENTRADAS,UNIDADE,UN,,5590,0,0,0,0
Plastico,813470,PORCA SUPERIOR DO PIVOTANTE 4 ENTRADAS,UNIDADE,UN,,5590,0,0,0,0
Plastico,804539,PRENDEDOR DO MICRO (APENAS P10X),UNIDADE,UN,,38666,0,0,0,0
Plastico,804034,PRENDEDOR DO MICRO (USO GERAL),UNIDADE,UN,,16857,0,0,0,0
Plastico,804499,PRESILHA ANTENA EXTERNA ULTRA CARD/MAGIC CARD - PRETA,UNIDADE,UN,,36583,0,0,0,0
Plastico,804598,PRESILHA DO MOTOR DA SUGGAR,UNIDADE,UN,,13920,0,0,0,0
Plastico,813236,PROTEÇÃO DA COROA 17 DENTES,UNIDADE,UN,,3004,0,0,0,0
Plastico,804530,PROTEÇÃO PLÁSTICA DA PLACA DA FECHADURA T12S (PARTE INTERNA FECHADURA),UNIDADE,UN,,4452,0,0,0,0
Plastico,804531,PROTEÇÃO PLÁSTICA DA PLACA DO TECLADO FECHADURA T12S,UNIDADE,UN,,5080,0,0,0,0
Plastico,804502,PROTETOR DA ANTENA EXTERNA ULTRA CARD/MAGIC CARD - BRANCA,UNIDADE,UN,,2259,0,0,0,0
Plastico,804498,PROTETOR DA ANTENA EXTERNA ULTRA CARD/MAGIC CARD - PRETA,UNIDADE,UN,,4575,0,0,0,0
Plastico,804117,PROTETOR DA MOLA DO PERCURSOR,UNIDADE,UN,,44266,0,0,0,0
Plastico,804588,PROTETOR DA PCI AR100R BIO CARD - PRETA,UNIDADE,UN,,3263,0,0,0,0
Plastico,804209,PROTETOR DA PCI DA LINHA ULTRA PRETO,UNIDADE,UN,,980,0,0,0,0
Plastico,804250,PROTETOR DE CHUVA ACIONADOR - BRANCO,UNIDADE,UN,,3600,0,0,0,0
